marcEntry,callNumber,itemID,library_x,location,callNum2
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 1",201609036086,Lincoln Center--Quinn Library,AV," 7290 THIRD SEASON, DISC 1"
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 2",201608729731,Lincoln Center--Quinn Library,AV," 7290 THIRD SEASON, DISC 2"
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 2",201609036094,Lincoln Center--Quinn Library,AV," 7290 THIRD SEASON, DISC 2"
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 3",201608729749,Lincoln Center--Quinn Library,AV," 7290 THIRD SEASON, DISC 3"
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 3",201609036102,Lincoln Center--Quinn Library,AV," 7290 THIRD SEASON, DISC 3"
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 4",201608729756,Lincoln Center--Quinn Library,AV," 7290 THIRD SEASON, DISC 4"
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 4",201609036110,Lincoln Center--Quinn Library,AV," 7290 THIRD SEASON, DISC 4"
Discovering cinema [videorecording (DVD)].,W DVD 7489 V.1,201608061150,Lincoln Center--Quinn Library,AV, 7489 V.1
Discovering cinema [videorecording (DVD)].,W DVD 7489 V.1,201608061168,Lincoln Center--Quinn Library,AV, 7489 V.1
"Divine trash [videorecording (DVD)] / the Independent Film Channel presents a Petite Trasho Picture in association with Big Shot Productions ; screenplay by Kevin Heffernan, Steve Yeager ; produced by Cindy Miller, Steve Yeager ; directed by Steve Yeager.",W DVD 2263,201606848483,Lincoln Center--Quinn Library,AV, 2263
"Divine trash [videorecording (DVD)] / the Independent Film Channel presents a Petite Trasho Picture in association with Big Shot Productions ; screenplay by Kevin Heffernan, Steve Yeager ; produced by Cindy Miller, Steve Yeager ; directed by Steve Yeager.",W DVD 2263,201609030899,Lincoln Center--Quinn Library,AV, 2263
Doctor Faustus [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by Matthew Dunster ; composed by Jules Maxwell.,"W DVD 13,447, DISC 1",201609426477,Lincoln Center--Quinn Library,RESERVE-LC," 13,447, DISC 1"
Doctor Faustus [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by Matthew Dunster ; composed by Jules Maxwell.,"W DVD 13,447, DISC 1",201609425693,Lincoln Center--Quinn Library,AV," 13,447, DISC 1"
Doctor Faustus [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by Matthew Dunster ; composed by Jules Maxwell.,"W DVD 13,447, DISC 2",201609425701,Lincoln Center--Quinn Library,AV," 13,447, DISC 2"
Doctor Faustus [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by Matthew Dunster ; composed by Jules Maxwell.,"W DVD 13,447, DISC 2",201609426485,Lincoln Center--Quinn Library,AV," 13,447, DISC 2"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 1",201609493626,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 1"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 1",201609421650,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 1"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 2",201609493634,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 2"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 2",201609421668,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 2"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 3",201609493642,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 3"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 3",201609421676,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 3"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 4",201609493659,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 4"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 4",201609421684,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 4"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 5",201609493667,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 5"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 5",201609421692,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 5"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 6",201609493675,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 6"
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 6",201609421700,Lincoln Center--Quinn Library,AV," 5219 THIRD SERIES, DISC 6"
Doctor Who. The infinite quest [videorecording (DVD)] / written by Alan Barnes.,"W DVD 12,967",201609413749,Lincoln Center--Quinn Library,AV," 12,967"
Doctor Who. The infinite quest [videorecording (DVD)] / written by Alan Barnes.,"W DVD 12,967",201609421502,Lincoln Center--Quinn Library,AV," 12,967"
"Don't move [videorecording (DVD)] = Non ti muovere / Northern Arts Entertainment in association with Unified Pictures, Cattleya and Medusa Film present a Cattleya, Alquimia Cinema, The Producers Films co-production in collaboration with Medusa Film, Telecinco, a film by Sergio Castellitto ; produced by Riccardo Tozzi, Giovanni Stabilini, Marico Chimenz ; written by Margaret Mazzantini and Sergio Castellitto ; directed by Sergio Castellitto.",W DVD 5636,201607899683,Lincoln Center--Quinn Library,AV, 5636
"Don't move [videorecording (DVD)] = Non ti muovere / Northern Arts Entertainment in association with Unified Pictures, Cattleya and Medusa Film present a Cattleya, Alquimia Cinema, The Producers Films co-production in collaboration with Medusa Film, Telecinco, a film by Sergio Castellitto ; produced by Riccardo Tozzi, Giovanni Stabilini, Marico Chimenz ; written by Margaret Mazzantini and Sergio Castellitto ; directed by Sergio Castellitto.",W DVD 5636,201608103994,Lincoln Center--Quinn Library,AV, 5636
"Don't say a word [videorecording (DVD)]/ Regency Enterprises and Village Roadshow Pictures present in association with NPV Entertainment a Kopelson Entertainment/New Regency/Further Films production ; screenplay by Anthony Peckham and Patrick Smith Kelly ; produced by Arnon Milchan, Arnold Kopelson, Anne Kopelson ; directed by Gary Fleder.",W DVD 515,201605363906,Lincoln Center--Quinn Library,AV, 515
"Don't say a word [videorecording (DVD)]/ Regency Enterprises and Village Roadshow Pictures present in association with NPV Entertainment a Kopelson Entertainment/New Regency/Further Films production ; screenplay by Anthony Peckham and Patrick Smith Kelly ; produced by Arnon Milchan, Arnold Kopelson, Anne Kopelson ; directed by Gary Fleder.",W DVD 515,201606898348,Lincoln Center--Quinn Library,AV, 515
"Dr. Strangelove [videorecording (DVD)] : or, How I learned to stop worrying and love the bomb / Columbia Pictures Corporation presents a Stanley Kubrick production ; screenplay by Stanley Kubrick, Terry Southern & Peter George ; directed and produced by Stanley Kubrick.",W DVD 1911,201606787749,Lincoln Center--Quinn Library,AV, 1911
"Dr. Strangelove [videorecording (DVD)] : or, How I learned to stop worrying and love the bomb / Columbia Pictures Corporation presents a Stanley Kubrick production ; screenplay by Stanley Kubrick, Terry Southern & Peter George ; directed and produced by Stanley Kubrick.",W DVD 1911,201604664205,Lincoln Center--Quinn Library,AV, 1911
Horror of Dracula [videorecording (DVD)] / Warner Bros. Pictures ; a Hammer Film Production ; screenplay by Jimmy Sangster ; produced by Anthony Hinds ; directed by Terence Fisher.,W DVD 4734,201607519893,Lincoln Center--Quinn Library,AV, 4734
Horror of Dracula [videorecording (DVD)] / Warner Bros. Pictures ; a Hammer Film Production ; screenplay by Jimmy Sangster ; produced by Anthony Hinds ; directed by Terence Fisher.,W DVD 4734,201608266593,Lincoln Center--Quinn Library,AV, 4734
"The draughtsman's contract [videorecording (DVD)] / a production of the British Film Institute in association with Channel Four Television ; writer and director, Peter Greenaway.",W DVD 2234,201606848186,Lincoln Center--Quinn Library,AV, 2234
"The draughtsman's contract [videorecording (DVD)] / a production of the British Film Institute in association with Channel Four Television ; writer and director, Peter Greenaway.",W DVD 2234,201606321275,Lincoln Center--Quinn Library,AV, 2234
"Dune [videorecording (DVD)] / Universal Pictures ; Dino de Laurentiis ; producer, Raffaella de Laurentiis ; screenplay writer and director, David Lynch.",W DVD 4087,201607237439,Lincoln Center--Quinn Library,AV, 4087
"Dune [videorecording (DVD)] / Universal Pictures ; Dino de Laurentiis ; producer, Raffaella de Laurentiis ; screenplay writer and director, David Lynch.",W DVD 4087,201606329708,Lincoln Center--Quinn Library,AV, 4087
Edgar [videorecording (DVD)] / a production of Festival Euro Mediterraneo ; directed by Enrico Castiglione ; [music by] Giacomo Puccini.,W DVD 6265,201607808429,Lincoln Center--Quinn Library,AV, 6265
Edgar [videorecording (DVD)] / a production of Festival Euro Mediterraneo ; directed by Enrico Castiglione ; [music by] Giacomo Puccini.,W DVD 6265,201609495100,Lincoln Center--Quinn Library,AV, 6265
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 V.1,201607349549,Lincoln Center--Quinn Library,AV, 4520 V.1
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 V.2,201607349556,Lincoln Center--Quinn Library,AV, 4520 V.2
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 V.1,201608367987,Lincoln Center--Quinn Library,AV, 4520 V.1
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 V.2,201608367995,Lincoln Center--Quinn Library,AV, 4520 V.2
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 BOOKLET,201608567354,Lincoln Center--Quinn Library,AV, 4520 BOOKLET
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 BOOKLET,201608567362,Lincoln Center--Quinn Library,AV, 4520 BOOKLET
"Entourage. The complete fifth season [videorecording (DVD)] / [presented by] HBO Entertainment ; producers, Wayne Carmona, Ally Musika, Lori Jo Nemhauser.",W DVD 3020 FIFTH SEASON DISC 1,201609483171,Lincoln Center--Quinn Library,AV, 3020 FIFTH SEASON DISC 1
"Entourage. The complete fifth season [videorecording (DVD)] / [presented by] HBO Entertainment ; producers, Wayne Carmona, Ally Musika, Lori Jo Nemhauser.",W DVD 3020 FIFTH SEASON DISC 1,201609490630,Lincoln Center--Quinn Library,AV, 3020 FIFTH SEASON DISC 1
"Entourage. The complete fifth season [videorecording (DVD)] / [presented by] HBO Entertainment ; producers, Wayne Carmona, Ally Musika, Lori Jo Nemhauser.",W DVD 3020 FIFTH SEASON DISC 2,201609483189,Lincoln Center--Quinn Library,AV, 3020 FIFTH SEASON DISC 2
"Entourage. The complete fifth season [videorecording (DVD)] / [presented by] HBO Entertainment ; producers, Wayne Carmona, Ally Musika, Lori Jo Nemhauser.",W DVD 3020 FIFTH SEASON DISC 2,201609490648,Lincoln Center--Quinn Library,AV, 3020 FIFTH SEASON DISC 2
"Entourage. The complete fifth season [videorecording (DVD)] / [presented by] HBO Entertainment ; producers, Wayne Carmona, Ally Musika, Lori Jo Nemhauser.",W DVD 3020 FIFTH SEASON DISC 3,201609483197,Lincoln Center--Quinn Library,AV, 3020 FIFTH SEASON DISC 3
"Entourage. The complete fifth season [videorecording (DVD)] / [presented by] HBO Entertainment ; producers, Wayne Carmona, Ally Musika, Lori Jo Nemhauser.",W DVD 3020 FIFTH SEASON DISC 3,201609490655,Lincoln Center--Quinn Library,AV, 3020 FIFTH SEASON DISC 3
"Entourage. The complete first season [videorecording (DVD)] / HBO Original programming presents ; writers, Doug Ellin ... [et al.] ; directors, David Frankel ... [et al.].",W DVD 3020 FIRST SEASON V.1,201606336232,Lincoln Center--Quinn Library,AV, 3020 FIRST SEASON V.1
"Entourage. The complete first season [videorecording (DVD)] / HBO Original programming presents ; writers, Doug Ellin ... [et al.] ; directors, David Frankel ... [et al.].",W DVD 3020 FIRST SEASON V.1,201606967572,Lincoln Center--Quinn Library,AV, 3020 FIRST SEASON V.1
"Entourage. The complete first season [videorecording (DVD)] / HBO Original programming presents ; writers, Doug Ellin ... [et al.] ; directors, David Frankel ... [et al.].",W DVD 3020 FIRST SEASON V.2,201606336240,Lincoln Center--Quinn Library,AV, 3020 FIRST SEASON V.2
"Entourage. The complete first season [videorecording (DVD)] / HBO Original programming presents ; writers, Doug Ellin ... [et al.] ; directors, David Frankel ... [et al.].",W DVD 3020 FIRST SEASON V.2,201606967580,Lincoln Center--Quinn Library,AV, 3020 FIRST SEASON V.2
Entourage. The complete sixth season [videorecording (DVD)] / HBO Entertainment presents.,W DVD 3020 SIXTH SEASON DISC 1,201609483205,Lincoln Center--Quinn Library,AV, 3020 SIXTH SEASON DISC 1
Entourage. The complete sixth season [videorecording (DVD)] / HBO Entertainment presents.,W DVD 3020 SIXTH SEASON DISC 1,201609490663,Lincoln Center--Quinn Library,AV, 3020 SIXTH SEASON DISC 1
Entourage. The complete sixth season [videorecording (DVD)] / HBO Entertainment presents.,W DVD 3020 SIXTH SEASON DISC 2,201609483213,Lincoln Center--Quinn Library,AV, 3020 SIXTH SEASON DISC 2
Entourage. The complete sixth season [videorecording (DVD)] / HBO Entertainment presents.,W DVD 3020 SIXTH SEASON DISC 2,201609490671,Lincoln Center--Quinn Library,AV, 3020 SIXTH SEASON DISC 2
Entourage. The complete sixth season [videorecording (DVD)] / HBO Entertainment presents.,W DVD 3020 SIXTH SEASON DISC 3,201609483221,Lincoln Center--Quinn Library,AV, 3020 SIXTH SEASON DISC 3
Entourage. The complete sixth season [videorecording (DVD)] / HBO Entertainment presents.,W DVD 3020 SIXTH SEASON DISC 3,201609490689,Lincoln Center--Quinn Library,AV, 3020 SIXTH SEASON DISC 3
Eureka. Season one [videorecording (DVD)] / Universal Studios.,"W DVD 11,167 SEASON ONE, DISC 1",201609032978,Lincoln Center--Quinn Library,AV," 11,167 SEASON ONE, DISC 1"
Eureka. Season one [videorecording (DVD)] / Universal Studios.,"W DVD 11,167 SEASON ONE, DISC 1",201609113711,Lincoln Center--Quinn Library,AV," 11,167 SEASON ONE, DISC 1"
Eureka. Season one [videorecording (DVD)] / Universal Studios.,"W DVD 11,167 SEASON ONE, DISC 2",201609032986,Lincoln Center--Quinn Library,AV," 11,167 SEASON ONE, DISC 2"
Eureka. Season one [videorecording (DVD)] / Universal Studios.,"W DVD 11,167 SEASON ONE, DISC 2",201609113729,Lincoln Center--Quinn Library,AV," 11,167 SEASON ONE, DISC 2"
Eureka. Season one [videorecording (DVD)] / Universal Studios.,"W DVD 11,167 SEASON ONE, DISC 3",201609032994,Lincoln Center--Quinn Library,AV," 11,167 SEASON ONE, DISC 3"
Eureka. Season one [videorecording (DVD)] / Universal Studios.,"W DVD 11,167 SEASON ONE, DISC 3",201609113737,Lincoln Center--Quinn Library,AV," 11,167 SEASON ONE, DISC 3"
"Europa Europa [videorecording (DVD)] / Les Films du losange ; CCC-Filmkunst GmbH ; producers, Artur Brauner, Margaret Menegoz ; director/screenwriter, Agnieszka Holland.",W DVD 1791,201606762601,Lincoln Center--Quinn Library,AV, 1791
"Europa Europa [videorecording (DVD)] / Les Films du losange ; CCC-Filmkunst GmbH ; producers, Artur Brauner, Margaret Menegoz ; director/screenwriter, Agnieszka Holland.",W DVD 1791,201609435973,Lincoln Center--Quinn Library,AV, 1791
"Evil dead II [videorecording (DVD)] / Renaissance Pictures ; Rosebud Releasing Corporation ; directed by Sam Raimi ; written by Sam Raimi, Scott Spiegel.",W DVD 3521,201606320079,Lincoln Center--Quinn Library,AV, 3521
"Evil dead II [videorecording (DVD)] / Renaissance Pictures ; Rosebud Releasing Corporation ; directed by Sam Raimi ; written by Sam Raimi, Scott Spiegel.",W DVD 3521,201606319873,Lincoln Center--Quinn Library,AV, 3521
Une femme est une femme [videorecording (DVD)] / [written and directed by Jean-Luc Godard ; produced by Carlo Ponti and Georges de Beauregard].,W DVD 3074,201606981466,Lincoln Center--Quinn Library,AV, 3074
"La femme infidèle [videorecording (DVD)] = The unfaithful wife / Une production franco-italienne Les Films Boetie (Paris) and Cinegal (Rome) ; director, Claude Chabrol.",W DVD 968,201606203671,Lincoln Center--Quinn Library,AV, 968
"La femme infidèle [videorecording (DVD)] = The unfaithful wife / Une production franco-italienne Les Films Boetie (Paris) and Cinegal (Rome) ; director, Claude Chabrol.",W DVD 968,201607760380,Lincoln Center--Quinn Library,AV, 968
"Festen [videorecording (DVD)] = The celebration / Nimbus Film praesenterer ; producer, Birgitte Hald ; manuskript, Thomas Vinterberg, Mogens Rukov ; [direktør], Thomas Vinterberg.",W DVD 4490,201607349028,Lincoln Center--Quinn Library,AV, 4490
"Festen [videorecording (DVD)] = The celebration / Nimbus Film praesenterer ; producer, Birgitte Hald ; manuskript, Thomas Vinterberg, Mogens Rukov ; [direktør], Thomas Vinterberg.",W DVD 4490,201606320764,Lincoln Center--Quinn Library,AV, 4490
La fille du regiment [videorecording (DVD)] / Donizetti.,W DVD 7070 V.1,201607975707,Lincoln Center--Quinn Library,AV, 7070 V.1
La fille du regiment [videorecording (DVD)] / Donizetti.,W DVD 7070 V.1,201607975715,Lincoln Center--Quinn Library,AV, 7070 V.1
A film unfinished [videorecording (DVD)] = Shtikat haarchion / [director and writer] Yael Hersonski.,"W DVD 11,820",201609163559,Lincoln Center--Quinn Library,AV," 11,820"
A film unfinished [videorecording (DVD)] = Shtikat haarchion / [director and writer] Yael Hersonski.,"W DVD 11,820",201609367077,Lincoln Center--Quinn Library,AV," 11,820"
"Finta semplice [videorecording (DVD)] : Irrfahrten I : a trilogy conceived and staged by / Joachim Schlomer : opera buffa in tre atti, K. 51 (46a) = in three acts / Wolfgang Amadeus Mozart.",W DVD 6268 BOOKLET,201607808742,Lincoln Center--Quinn Library,AV, 6268 BOOKLET
"Finta semplice [videorecording (DVD)] : Irrfahrten I : a trilogy conceived and staged by / Joachim Schlomer : opera buffa in tre atti, K. 51 (46a) = in three acts / Wolfgang Amadeus Mozart.",W DVD 6268 BOOKLET,201608050138,Lincoln Center--Quinn Library,AV, 6268 BOOKLET
"Finta semplice [videorecording (DVD)] : Irrfahrten I : a trilogy conceived and staged by / Joachim Schlomer : opera buffa in tre atti, K. 51 (46a) = in three acts / Wolfgang Amadeus Mozart.",W DVD 6268,201607808759,Lincoln Center--Quinn Library,AV, 6268
"Finta semplice [videorecording (DVD)] : Irrfahrten I : a trilogy conceived and staged by / Joachim Schlomer : opera buffa in tre atti, K. 51 (46a) = in three acts / Wolfgang Amadeus Mozart.",W DVD 6268,201608050120,Lincoln Center--Quinn Library,AV, 6268
For a few dollars more [videorecording (DVD)].,W DVD 3595,201606328304,Lincoln Center--Quinn Library,AV, 3595
For a few dollars more [videorecording (DVD)].,W DVD 3595,201607122284,Lincoln Center--Quinn Library,AV, 3595
Free to dance [videorecording (DVD)] / a co-production of the American Dance Festival and the John F. Kennedy Center for the Performing Arts ; in association with Thirteen/WNET New York.,"W DVD 9889, DISC 3",201608535161,Lincoln Center--Quinn Library,AV," 9889, DISC 3"
Free to dance [videorecording (DVD)] / a co-production of the American Dance Festival and the John F. Kennedy Center for the Performing Arts ; in association with Thirteen/WNET New York.,"W DVD 9889, DISC 3",201608535195,Lincoln Center--Quinn Library,AV," 9889, DISC 3"
Freischütz [videorecording (DVD)] : Romantische Oper / von Carl Maria von Weber.,W DVD 6130,201607775149,Lincoln Center--Quinn Library,AV, 6130
Freischütz [videorecording (DVD)] : Romantische Oper / von Carl Maria von Weber.,W DVD 6130,201609164540,Lincoln Center--Quinn Library,AV, 6130
"From the house of the dead [videorecording (DVD)] : [opera in three acts] / libretto by Leos Janacek ; AZOR Films, ARTE France, NHK and the Aix-en-Provence Festival ; produced by Wiener Festwochen ; producer, Patrice Chereau.","W DVD 9672, BOOKLET",201608530188,Lincoln Center--Quinn Library,AV," 9672, BOOKLET"
"From the house of the dead [videorecording (DVD)] : [opera in three acts] / libretto by Leos Janacek ; AZOR Films, ARTE France, NHK and the Aix-en-Provence Festival ; produced by Wiener Festwochen ; producer, Patrice Chereau.","W DVD 9672, BOOKLET",201608726174,Lincoln Center--Quinn Library,AV," 9672, BOOKLET"
"From the house of the dead [videorecording (DVD)] : [opera in three acts] / libretto by Leos Janacek ; AZOR Films, ARTE France, NHK and the Aix-en-Provence Festival ; produced by Wiener Festwochen ; producer, Patrice Chereau.",W DVD 9672,201608530196,Lincoln Center--Quinn Library,AV, 9672
"From the house of the dead [videorecording (DVD)] : [opera in three acts] / libretto by Leos Janacek ; AZOR Films, ARTE France, NHK and the Aix-en-Provence Festival ; produced by Wiener Festwochen ; producer, Patrice Chereau.",W DVD 9672,201608726182,Lincoln Center--Quinn Library,AV, 9672
The gang's all here [videorecording (DVD)] / [presented by] Twentieth Century Fox ; produced by William Le Baron ; screenplay by Walter Bullock ; directed by Busby Berkeley.,W DVD 8102,201608150482,Lincoln Center--Quinn Library,AV, 8102
The gang's all here [videorecording (DVD)] / [presented by] Twentieth Century Fox ; produced by William Le Baron ; screenplay by Walter Bullock ; directed by Busby Berkeley.,W DVD 8102,201608342030,Lincoln Center--Quinn Library,AV, 8102
"Gangs of New York [videorecording (DVD)] / Miramax Films presents a Martin Scorsese picture an Alberto Grimaldi production, a Miramax Films presentation ; producers, Alberto Grimaldi, Harvey Weinstein ; screenplay writers, Jay Cocks, Steven Zaillian, Kenneth Lonergan ; director, Martin Scorsese.",W DVD 1029 V.1,201606055097,Lincoln Center--Quinn Library,AV, 1029 V.1
"Gangs of New York [videorecording (DVD)] / Miramax Films presents a Martin Scorsese picture an Alberto Grimaldi production, a Miramax Films presentation ; producers, Alberto Grimaldi, Harvey Weinstein ; screenplay writers, Jay Cocks, Steven Zaillian, Kenneth Lonergan ; director, Martin Scorsese.",W DVD 1029 V.1,201606190506,Lincoln Center--Quinn Library,AV, 1029 V.1
"Gangs of New York [videorecording (DVD)] / Miramax Films presents a Martin Scorsese picture an Alberto Grimaldi production, a Miramax Films presentation ; producers, Alberto Grimaldi, Harvey Weinstein ; screenplay writers, Jay Cocks, Steven Zaillian, Kenneth Lonergan ; director, Martin Scorsese.",W DVD 1029 V.2,201606055105,Lincoln Center--Quinn Library,AV, 1029 V.2
"Gangs of New York [videorecording (DVD)] / Miramax Films presents a Martin Scorsese picture an Alberto Grimaldi production, a Miramax Films presentation ; producers, Alberto Grimaldi, Harvey Weinstein ; screenplay writers, Jay Cocks, Steven Zaillian, Kenneth Lonergan ; director, Martin Scorsese.",W DVD 1029 V.2,201606330904,Lincoln Center--Quinn Library,AV, 1029 V.2
"Gaslight [videorecording (DVD)] / screen play by John Van Druten, Walter Reisch and John L. Balderston ; a picture ; directed by George Cukor ; produced by Arthur Hornblow, Jr. British (1940) version: [presented by] British National Films, Ltd. ; screenplay by A.R. Rawlinson and Bridget Boland ; produced by John Corfield ; directed by Thorold Dickinson.",W DVD 2108,201606838153,Lincoln Center--Quinn Library,AV, 2108
"Gaslight [videorecording (DVD)] / screen play by John Van Druten, Walter Reisch and John L. Balderston ; a picture ; directed by George Cukor ; produced by Arthur Hornblow, Jr. British (1940) version: [presented by] British National Films, Ltd. ; screenplay by A.R. Rawlinson and Bridget Boland ; produced by John Corfield ; directed by Thorold Dickinson.",W DVD 2108,201606327330,Lincoln Center--Quinn Library,AV, 2108
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.01",201609170638,Lincoln Center--Quinn Library,AV," 12,118, V.01"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.01",201609415264,Lincoln Center--Quinn Library,AV," 12,118, V.01"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.02",201609170646,Lincoln Center--Quinn Library,AV," 12,118, V.02"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.02",201609415272,Lincoln Center--Quinn Library,AV," 12,118, V.02"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.03",201609170653,Lincoln Center--Quinn Library,AV," 12,118, V.03"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.03",201609415280,Lincoln Center--Quinn Library,AV," 12,118, V.03"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.04",201609170661,Lincoln Center--Quinn Library,AV," 12,118, V.04"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.04",201609415298,Lincoln Center--Quinn Library,AV," 12,118, V.04"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.05",201609170679,Lincoln Center--Quinn Library,AV," 12,118, V.05"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.05",201609415306,Lincoln Center--Quinn Library,AV," 12,118, V.05"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.06",201609170687,Lincoln Center--Quinn Library,AV," 12,118, V.06"
Golden age theater [videorecording (DVD)].,"W DVD 12,118, V.06",201609415314,Lincoln Center--Quinn Library,AV," 12,118, V.06"
Gentleman's agreement [videorecording (DVD)] / 20th Century Fox ; screen play by Moss Hart ; produced by Darryl F. Zanuck ; directed by Elia Kazan.,W DVD 1733,201604924054,Lincoln Center--Quinn Library,AV, 1733
Gentleman's agreement [videorecording (DVD)] / Twentieth-Century-Fox Film Corporation ; Darryl F. Zanuck presents ; produced by Darryl F. Zanuck ; screenplay by Moss Hart ; directed by Elia Kazan.,W DVD 1733,201606716524,Lincoln Center--Quinn Library,AV, 1733
