marcEntry_x,callNumber,itemID_x,library,location_x
"Foyle's war. Set 6 [videorecording (DVD)] / Greenlit Productions, produced in association with Paddock Productions.","W DVD 1231 SET 6, DISC 1",0201609015510,Lincoln Center--Quinn Library,AV
"Foyle's war. Set 6 [videorecording (DVD)] / Greenlit Productions, produced in association with Paddock Productions.","W DVD 1231 SET 6, DISC 2",0201609015528,Lincoln Center--Quinn Library,AV
"Foyle's war. Set 6 [videorecording (DVD)] / Greenlit Productions, produced in association with Paddock Productions.","W DVD 1231 SET 6, DISC 3",0201609015536,Lincoln Center--Quinn Library,AV
Foyle's war. Set 7 [videorecording (DVD)] / produced by Eleventh Hour Films in association with Acorn Media Group and Octagon Films Limited ; created by Anthony Horowitz ; written by Anthony Horowitz and David Kane ; produced by Jeremy Gwilt ; directed by Stuart Orme and Andy Hay.,"W DVD 1231 SET 7, DISC 1",0201609434380,Lincoln Center--Quinn Library,AV
Foyle's war. Set 7 [videorecording (DVD)] / produced by Eleventh Hour Films in association with Acorn Media Group and Octagon Films Limited ; created by Anthony Horowitz ; written by Anthony Horowitz and David Kane ; produced by Jeremy Gwilt ; directed by Stuart Orme and Andy Hay.,"W DVD 1231 SET 7, DISC 2",0201609434398,Lincoln Center--Quinn Library,AV
Foyle's war. Set 7 [videorecording (DVD)] / produced by Eleventh Hour Films in association with Acorn Media Group and Octagon Films Limited ; created by Anthony Horowitz ; written by Anthony Horowitz and David Kane ; produced by Jeremy Gwilt ; directed by Stuart Orme and Andy Hay.,"W DVD 1231 SET 7, DISC 3",0201609434406,Lincoln Center--Quinn Library,AV
"La France [videorecording (DVD)] / Les Films Pelléas presents a production of Les Films Pelléas with the participation of Centre National de la Cinematographie with the support of La Region Ile-de-France and the Centre Images Région Centre, in partnership with the CNC, with the participation of Cinecinema in association with Cinemage, Coficup, Un Fonds Backup Fils and Sofincinema 3 with the support of Programme Media plus de L'Union Européenne ; producer, David Thion ; screenplay, Axelle Ropert ; director, Serge Bozon.","W DVD 10,824",0201609480532,Lincoln Center--Quinn Library,AV
Frank Capra's Mr. Smith goes to Washington [videorecording (DVD)] / Columbia Pictures Corporation ; screen play by Sidney Buchman ; directed by Frank Capra.,W DVD 2824,0201606906505,Lincoln Center--Quinn Library,RESERVE-LC
Frank Hurley [videorecording (DVD)] : the man who made history / Films for the Humanities & Sciences ; Film Finance Corporation Australia presents a Real Pictures production ; developed with assistance from Film Australia ; written and directed by Simon Nasht ; produced by Anna Cater.,"W DVD 10,635",0201609014349,Lincoln Center--Quinn Library,AV
Frank Lloyd Wright [videorecording (DVD)] / a film by Ken Burns and Lynn Novick ; a production of Florentine Films and WETA.,W DVD 2118,0201606837528,Lincoln Center--Quinn Library,AV
"Frank Miller's Sin City [videorecording (DVD)] / Dimension Films presents a Troublemaker Studios production ; produced by Elizabeth Avellan, Frank Miller, Robert Rodriguez ; based on the graphic novels of Frank MIller ; directed by Frank Miller and Robert Rodriguez.",W DVD 3227,0201606965311,Lincoln Center--Quinn Library,AV
Frankenstein [videorecording (DVD)] : the legacy collection / Universal Pictures.,W DVD 2099 V.1,0201606838195,Lincoln Center--Quinn Library,AV
Frankenstein [videorecording (DVD)] : the legacy collection / Universal Pictures.,W DVD 2099 V.2,0201606838203,Lincoln Center--Quinn Library,AV
"Frantz Fanon [videorecording (DVD)] : black skin, white mask / a Normal Films Production for BBC and the Arts Council of England in association with Illuminations ; a film from California Newsreel ; written by Isaac Julien & Mark Nash ; producer, Mark Nash ; director, Isaac Julien.","W DVD 11,407",0201609044007,Lincoln Center--Quinn Library,AV
"Eine Frau in Berlin [videorecording (DVD)] = A woman in Berlin / Strand Releasing presents ; Constantin Film ; eine Günter Rohrbach / Constantin Film Produktion in Co-Produktion mit ZDF und Tempus ; ein Film von Max Färberböck ; produziert von Günter Rohrbach ; executive producer, Martin Moskowicz ; Drehbuch [= screenplay], Max Färberböck mitarbeit [= in collaboration with] Catharina Schuchmann ; director, Max Färberböck.","W DVD 10,581",0201608992206,Lincoln Center--Quinn Library,AV
The French connection [videorecording (DVD)] / 20th Century Fox ; a Philip D'Antoni production in association with Schine-Moore Productions ; screenplay by Ernest Tidyman ; produced by Philip D'Antoni ; directed by William Friedkin.,W DVD 2064 V.1,0201607406497,Lincoln Center--Quinn Library,AV
The French connection [videorecording (DVD)] / 20th Century Fox ; a Philip D'Antoni production in association with Schine-Moore Productions ; screenplay by Ernest Tidyman ; produced by Philip D'Antoni ; directed by William Friedkin.,W DVD 2064 V.2,0201607406505,Lincoln Center--Quinn Library,AV
"The freshest kids [videorecording (DVD)]  / QD3 Entertainment presents ; a Brotherhood Films production ; a film by Israel ; executive producer, Quincy ""QD3"" Jones III ; produced & directed by Israel.",W DVD 1158,0201607237751,Lincoln Center--Quinn Library,AV
Frida Kahlo [videorecording (DVD)] / A&E.,W DVD 5743,0201607694175,Lincoln Center--Quinn Library,AV
"Friday night lights [videorecording (DVD)] / Friday Night Lights, LLC. ; Imagine Entertainment ; produced by Brian Grazer ; screenplay, David Aaron Cohen and Peter Berg ; directed by Peter Berg.",W DVD 1815,0201606762312,Lincoln Center--Quinn Library,AV
"Fried green tomatoes [videorecording (DVD)] / Universal Pictures and Act III Communications present in association with Electric Shadow Productions an Avnet/Kerner production ; screenplay, Fannie Flagg and Carol Sobieski ; producers, Jon Avnet and Jordan Kerner ; director, Jon Avnet.",W DVD 1883,0201606788507,Lincoln Center--Quinn Library,AV
"From here to eternity [videorecording (DVD)] / Columbia Pictures Corporation ; producer, Buddy Adler ; director, Fred Zinnemann ; screenplay, Daniel Taradash.",W DVD 365,0201606795197,Lincoln Center--Quinn Library,AV
"From Paris with love [videorecording (DVD)] / Luc Besson presents ; a Europacorp/M6 Films/Grive Productions/Apipoulaîi coproduction ; with the participation of Canal+, TPS Star and M6 ; produced by India Osborne ; screenplay by Adi Hasak ; directed by Pierre Morel.","W DVD 10,706",0201609016260,Lincoln Center--Quinn Library,AV
"The front [videorecording (DVD)] / Columbia Pictures presents a Martin Ritt, Jack Rollins, Charles H. Joffe production ; produced by Martin Ritt ; written by Walter Bernstein ; directed by Martin Ritt.",W DVD 2388,0201607729229,Lincoln Center--Quinn Library,AV
"Frost Nixon [videorecording (DVD)] : the Watergate interview / PBS ; produced by John Birt and David Frost ; directed by Jørn Winther ; U.S. distribution by Syndicast Services Inc. ; a David Paradine production, in association with RAI of Italy, TF1, the first network of France, the National Nine Network of Australia, Polygram, and Jack Meyer-Pacific Video Industries Inc.",W DVD 9721,0201608531202,Lincoln Center--Quinn Library,AV
"Frozen river [videorecording (DVD)] / Harwood Hunt Productions and Cohen Media Group ; in association with OffHollywood Pictures ; written and directed by Courtney Hunt ; produced by Heather Rae, Chip Hourihan.","W DVD 11,469",0201609045335,Lincoln Center--Quinn Library,AV
"Full metal jacket [videorecording (DVD)]/ Warner Bros. Pictures ; a Stanley Kubrick film ; directed and produced by Stanley Kubrick ; screenplay by Stanley Kubrick, Michael Herr, Gustav Hasford ; executive producer, Jan Harlan.",W DVD 59,0201606795551,Lincoln Center--Quinn Library,AV
The full monty [videorecording (DVD)] / Fox Searchlight Pictures presents ; a Redwave Films production ; written by Simon Beaufoy ; produced by Uberto Pasolini ; directed by Peter Cattaneo.,W DVD 80,0201606838252,Lincoln Center--Quinn Library,AV
"Funeral mass for Pope John Paul II [videorecording (DVD)] : St. Peter's Square, Vatican City.",W DVD 2924,0201606319717,Lincoln Center--Quinn Library,AV
"Funny games [videorecording (DVD)] / Warner Independent Pictures ; Celluloid Dreams presents a Halcyon Pictures, Tartan Films, Celluloid Dreams, X Filme International, Lucky Red production in association with Belladonna Ltd., New York, Kinematograf, Vienna ; a film by Michael Haneke ; producers, Hengameh Panahi, Christian Baute, Andro Steinborn ; produced by Chris Coen and Hamish McAlpine ; written and directed by Michael Haneke.",W DVD 9062,0201608341735,Lincoln Center--Quinn Library,AV
Funny girl [videorecording (DVD)] / [presented by] Columbia Pictures and Rastar Productions ; music by Jule Styne ; lyrics by Bob Merrill ; screenplay by Isobel Lennart ; produced by Ray Stark ; directed by William Wyler.,W DVD 378,0201606795361,Lincoln Center--Quinn Library,RESERVE-LC
The furies [videorecording (DVD)] / Paramount Pictures presents Hal Wallis' production ; produced by Hal B. Wallis ; screenplay by Charles Schnee ; directed by Anthony Mann.,W DVD 9172,0201608368993,Lincoln Center--Quinn Library,AV
The furies [videorecording (DVD)] / Paramount Pictures presents Hal Wallis' production ; produced by Hal B. Wallis ; screenplay by Charles Schnee ; directed by Anthony Mann.,W DVD 9172 BOOK,0201608369009,Lincoln Center--Quinn Library,AV
The furies [videorecording (DVD)] / Paramount Pictures presents Hal Wallis' production ; produced by Hal B. Wallis ; screenplay by Charles Schnee ; directed by Anthony Mann.,W DVD 9172 BOOKLET,0201608369017,Lincoln Center--Quinn Library,AV
"The future of food [videorecording (DVD)] / Lily Films presents ; directed, produced, and written by Deborah Koons Garcia ; produced by Catherine Lynn Butler.",W DVD 7504 V.1,0201608061333,Lincoln Center--Quinn Library,AV
"The future of food [videorecording (DVD)] / Lily Films presents ; directed, produced, and written by Deborah Koons Garcia ; produced by Catherine Lynn Butler.",W DVD 7504 V.2,0201608061341,Lincoln Center--Quinn Library,AV
"Die Fälscher [videorecording (DVD)] = The counterfeiters / a Sony Pictures Classics release, a production of Aichholzer Filmproduktion and Magnolia Filmproduktion in association with Studio Babelsberg Motion Pictures/Babelsberg Film and ZDF ; producers, Josef Aichholzer, Nina Bohlmann, Babette Schröder ; written and directed by Stefan Ruzowitzky.",W DVD 9333,0201608373175,Lincoln Center--Quinn Library,AV
Gabriel over the White House [videorecording (DVD)] / Metro-Goldwyn-Mayer presents ; a Cosmopolitan production ; directed by Gregory LaCava ; screen play by Carey Wilson.,"W DVD 12,044",0201609169374,Lincoln Center--Quinn Library,AV
"The gambler [videorecording (DVD)] / produced by Irwin Winkler, Robert Chartoff ; directed by Karel Reisz ; written by James Toback.",W DVD 572,0201605526643,Lincoln Center--Quinn Library,AV
"Gandhi [videorecording (DVD)] / Columbia Pictures ; International Film Investors, Goldcrest Films International, National Film Development Corporation Ltd. of India, Indo-British Films Ltd. ; director.s of photography, Billy Williams, Ronnie Taylor ; executive producer, Michael Stanley-Evans ; written by John Briley ; producer.duced and directed by Richard Attenborough.",W DVD 5940 V.1,0201607730078,Lincoln Center--Quinn Library,AV
"Gandhi [videorecording (DVD)] / Columbia Pictures ; International Film Investors, Goldcrest Films International, National Film Development Corporation Ltd. of India, Indo-British Films Ltd. ; director.s of photography, Billy Williams, Ronnie Taylor ; executive producer, Michael Stanley-Evans ; written by John Briley ; producer.duced and directed by Richard Attenborough.",W DVD 5940 V.2,0201607730086,Lincoln Center--Quinn Library,AV
"Gaslight [videorecording (DVD)] / British National Films, Ltd. ; directed by Thorold Dickinson ; produced by John Corfield.",W DVD 1243,0201606379836,Lincoln Center--Quinn Library,AV
The gates [videorecording (DVD)] / HBO Documentary Films ; CVJ present ; a Maysles Film production ; for Home Box Office.,"W DVD 10,161",0201609044239,Lincoln Center--Quinn Library,AV
"Il Gattopardo [videorecording (DVD)] / una produzione Titanus, S.N. Pathé Cinéma ; Goffredo Lombardo presenta ; adattato e sceneggiato da Suso Cecchi D'Amico ... e Luchino Visconti ; regia di Luchino Visconti.",W DVD 1281 V.1,0201606397515,Lincoln Center--Quinn Library,AV
"Il Gattopardo [videorecording (DVD)] / una produzione Titanus, S.N. Pathé Cinéma ; Goffredo Lombardo presenta ; adattato e sceneggiato da Suso Cecchi D'Amico ... e Luchino Visconti ; regia di Luchino Visconti.",W DVD 1281 V.2,0201606397523,Lincoln Center--Quinn Library,AV
Il Gattopardo [videorecording (DVD)].,W DVD 1281 2004 V.3,0201606466732,Lincoln Center--Quinn Library,AV
GBH [videorecording (DVD)] / Channel Four Television.,"W DVD 10,709, DISC 1",0201609016179,Lincoln Center--Quinn Library,AV
GBH [videorecording (DVD)] / Channel Four Television.,"W DVD 10,709, DISC 2",0201609016187,Lincoln Center--Quinn Library,AV
GBH [videorecording (DVD)] / Channel Four Television.,"W DVD 10,709, DISC 3",0201609016195,Lincoln Center--Quinn Library,AV
GBH [videorecording (DVD)] / Channel Four Television.,"W DVD 10,709, DISC 4",0201609016203,Lincoln Center--Quinn Library,AV
The general [videorecording (DVD)] : Cops ; Playhouse.,W DVD 1896,0201606787673,Lincoln Center--Quinn Library,AV
"The general [videorecording (DVD)]/ Merlin Films in association with J & M Entertainment ; written, produced & directed by John Boorman.",W DVD 491,0201605362437,Lincoln Center--Quinn Library,AV
Generation kill [videorecording (DVD)] / HBO Films.,"W DVD 9782, DISC 1",0201608532507,Lincoln Center--Quinn Library,AV
Generation kill [videorecording (DVD)] / HBO Films.,"W DVD 9782, DISC 2",0201608532515,Lincoln Center--Quinn Library,AV
Generation kill [videorecording (DVD)] / HBO Films.,"W DVD 9782, DISC 3",0201608532523,Lincoln Center--Quinn Library,AV
Genius within [videorecording (DVD)] : the inner life of Glenn Gould / a White Pine Pictures production ; a Lorber Films release ; directed by Michèle Hozer and Peter Raymont ; produced by Peter Raymont.,"W DVD 11,939",0201609167154,Lincoln Center--Quinn Library,AV
"Le genou de Claire [videorecording (DVD)] = Claire's knee / Les Films du losange, Barbet Schroeder ; production, Pierre Cottrell ; [écrit et réalisé par] Eric Rohmer.",W DVD 2829,0201606917361,Lincoln Center--Quinn Library,AV
"George A. Romero's Land of the dead [videorecording (DVD)] / Atmosphere Entertainment, Aurora Entertainment Corporation ; Exception Wild Bunch ; Laurel Entertainment, Inc. ; Romero-Grunwald Productions ; produced by Mark Canton, Bernie Goldman, Peter Grunwald ; written by George A. Romero ; directed by George A. Romero.",W DVD 3476,0201607096140,Lincoln Center--Quinn Library,AV
George Balanchine's The nutcracker [videorecording (DVD)]/ Elektra Entertainment and Regency Enterprises present a Krasnow/Milchan/Hurwitz production of an Emile Ardonlio film ; adapted from the stage production by Peter Martins ; produced by Robert A. Krasnow and Robert Hurwitz ; directed by Emile Ardolino.,W DVD 2,0201606710972,Lincoln Center--Quinn Library,AV
"George Stevens' production of Shane [videorecording (DVD)] / a Paramount picture ; screenplay by A.B. Guthrie, Jr. ; produced and directed by George Stevens.",W DVD 1835,0201606786568,Lincoln Center--Quinn Library,AV
"George Washington [videorecording (DVD)]/ Janus Films ; Cowboy Booking International ; Free Country U.S.A. presents a Youandwhatarmy Filmed Challenge in association with Blue Moon Productions and Down Home Entertainment ; written & directed by David Gordon Green ; produced by David Gordon Green, Sacha W. Mueller, Lisa Muskat.",W DVD 511,0201605363849,Lincoln Center--Quinn Library,AV
Georges Méliès encore [videorecording (DVD)] : new discoveries (1896-1911).,"W DVD 10,564",0201608991885,Lincoln Center--Quinn Library,AV
"Georges Méliès [videorecording (DVD)] : first wizard of cinema (1896-1913) / Film Preservation Associates, Inc. ; produced by Eric Lange and David Shepard. Le Grand Méliès / réalisation, Georges Franju ; une production, Fred Orain.","W DVD 8420, V.3",0201608223404,Lincoln Center--Quinn Library,AV
"Georges Méliès [videorecording (DVD)] : first wizard of cinema (1896-1913) / Film Preservation Associates, Inc. ; produced by Eric Lange and David Shepard. Le Grand Méliès / réalisation, Georges Franju ; une production, Fred Orain.","W DVD 8420, V.4",0201608223412,Lincoln Center--Quinn Library,AV
"Georges Méliès [videorecording (DVD)] : first wizard of cinema (1896-1913) / Film Preservation Associates, Inc. ; produced by Eric Lange and David Shepard. Le Grand Méliès / réalisation, Georges Franju ; une production, Fred Orain.","W DVD 8420, V.5",0201608223420,Lincoln Center--Quinn Library,AV
"Georges Méliès [videorecording (DVD)] : first wizard of cinema (1896-1913) / Film Preservation Associates, Inc. ; produced by Eric Lange and David Shepard. Le Grand Méliès / réalisation, Georges Franju ; une production, Fred Orain.","W DVD 8420, BOOKLET",0201608223370,Lincoln Center--Quinn Library,AV
"Georges Méliès [videorecording (DVD)] : first wizard of cinema (1896-1913) / Film Preservation Associates, Inc. ; produced by Eric Lange and David Shepard. Le Grand Méliès / réalisation, Georges Franju ; une production, Fred Orain.","W DVD 8420, V.1",0201608223388,Lincoln Center--Quinn Library,AV
"Georges Méliès [videorecording (DVD)] : first wizard of cinema (1896-1913) / Film Preservation Associates, Inc. ; produced by Eric Lange and David Shepard. Le Grand Méliès / réalisation, Georges Franju ; une production, Fred Orain.","W DVD 8420, V.2",0201608223396,Lincoln Center--Quinn Library,AV
"The Gerald M. Quinn Library [videorecording (DVD)] : Gerald M. Quinn, 1941-1991, November 24, 1991.",W DVD 1476,0201606598047,Lincoln Center--Quinn Library,AV
"Germania, anno zero [videorecording (DVD)] : = Germany, year zero / written by Roberto Rossellini, Carlo Lizzani and Max Kolpe ; produced by Alfredo Guarini and Roberto Rossellini ; directed by Roberto Rossellini.",W DVD 702,0201605912637,Lincoln Center--Quinn Library,AV
"The Gershwins' Porgy and Bess [videorecording (DVD)] / the Primetime/BBC and Homevale/Greg Smith production ; in association with American Playhouse, Thirteen/WNET and EMI Classics ; by George Gershwin, DuBose and Dorothy Heyward, and Ira Gershwin ; directed by Trevor Nunn ; produced by Greg Smith and Stephany Marks ; adapted for television by Trevor Nunn with Yves Baigneres.",W DVD 399,0201609412410,Lincoln Center--Quinn Library,AV
Get Carter [videorecording (DVD)]/ Metro-Goldwyn-Mayer presents a Michael Klinger production ; screenplay by Mike Hodges ; produced by Michael Klinger ; directed by Mike Hodges.,W DVD 237,0201607717661,Lincoln Center--Quinn Library,AV
"Get Cartier! [videorecording (DVD)] / BBC Education & Training ; producer/director, Nick Hudson.","W DVD 10,766",0201609021062,Lincoln Center--Quinn Library,AV
"Get low [videorecording (DVD)] / K5 International presents a Zanuck Independent Production in co-production with David Gundlach Productions, Lara Enterprises, TVN, in association with Butchers Run Films ; directed by Aaron Schneider ; screenplay by Chris Provenzano and C. Gaby Mitchell ; produced by Dean Zanuck, David Gundlach.","W DVD 11,773",0201609114909,Lincoln Center--Quinn Library,AV
"Get on the bus [videorecording (DVD)] / Columbia Pictures presents a 15 Black Men production in association with 40 Acres & a Mule Filmworks ; a Spike Lee joint ; produced by Reuben Cannon, Bill Borden and Barry Rosenbush ; written by Reggie Rock Bythewood ; directed by Spike Lee.",W DVD 5116,0201607430687,Lincoln Center--Quinn Library,AV
"Get out [videorecording (DVD)]/ Universal Pictures presents a Blumhouse/QC Entertainment production in association with Monkeypaw Productions ; a Jordan Peele film ; produced by Sean McKittrick, Jason Blum, Edward H. Hamm Jr., Jordan Peele ; written and directed by Jordan Peele.","W DVD 13,882",0201609443464,Lincoln Center--Quinn Library,AV
Get to know your rabbit [videorecording (DVD)] / written by Jordan Crittenden ; produced by Steve Bernhardt & Paul Gaer ; directed by Brian De Palma.,"W DVD 11,363",0201609042670,Lincoln Center--Quinn Library,AV
"Ghost dog [videorecording (DVD)] : the way of the samurai / JVC, Le Studio Canal+ and BAC Films present, in association with Pandora Film and Ard/Degeto Film, a Plywood Production, a film by Jim Jarmusch.",W DVD 2867,0201606917494,Lincoln Center--Quinn Library,AV
Ghost town [videorecording (DVD)] / DreamWorks SKG ; Paramount Pictures ; Pariah ; Spyglass Entertainment ; produced by Gavin Polone ; written by David Koepp & John Kamps ; directed by David Koepp.,W DVD 9853,0201608534156,Lincoln Center--Quinn Library,AV
"Ghost world [videorecording (DVD)]/ United Artists Films and Granada Films ; in association with Jersey Shore and Advanced Medien present ; a Mr. Mudd production ; a Terry Zwigoff film ; produced by Lianne Halfon, John Malkovich, Russell Smith ; written by Daniel Clowes & Terry Zwigoff ; directed by Terry Zwigoff.",W DVD 477,1201500153245,Lincoln Center--Quinn Library,AV
Ghosts of Rwanda [videorecording (DVD)].,W DVD 3710,0201607862137,Lincoln Center--Quinn Library,AV
"Ghosts of the abyss [videorecording (DVD)] / Walt Disney Pictures presents in association with Walden Media an Earthship production ; produced and directed by James Cameron ; producers, Chuck Comisky, Gig Rackauskas, Janace Tashjian.",W DVD 4289 V.1,0201609419951,Lincoln Center--Quinn Library,AV
"Ghosts of the abyss [videorecording (DVD)] / Walt Disney Pictures presents in association with Walden Media an Earthship production ; produced and directed by James Cameron ; producers, Chuck Comisky, Gig Rackauskas, Janace Tashjian.",W DVD 4289 V.2,0201609419969,Lincoln Center--Quinn Library,AV
"Giant [videorecording (DVD)] / A George Stevens Production ; Giant Productions ; Warner Bros. ; screenplay by Fred Guiol and Ivan Moffat, from the novel by Edna Ferber ; produced by George Stevens and Henry Ginsberg ; directed by George Stevens.",W DVD 3004 V.1,0201606968133,Lincoln Center--Quinn Library,RESERVE-LC
"Giant [videorecording (DVD)] / A George Stevens Production ; Giant Productions ; Warner Bros. ; screenplay by Fred Guiol and Ivan Moffat, from the novel by Edna Ferber ; produced by George Stevens and Henry Ginsberg ; directed by George Stevens.",W DVD 3004 V.2,0201606968141,Lincoln Center--Quinn Library,AV
"Gideon's trumpet [videorecording (DVD)] / Hallmark Hall of Fame Productions ; executive producer, John Houseman ; producers, Robert H. Justman, David W. Rintels ; screenplay, David W. Rintels ; directed by Robert E. Collins.",W DVD 8336,0201607885856,Lincoln Center--Quinn Library,AV
Gigante [videorecording (DVD)] / Film Movement presents The Match Factory ; Control Z Films ... [et al.] ; guión y dirección Adrian Biniez.,"W DVD 10,675",0201609015478,Lincoln Center--Quinn Library,AV
Gigi [videorecording (DVD)] / Metro-Goldwyn-Mayer presents an Arthur Freed production ; directed by Vincente Minnelli.,W DVD 1959,0201606795064,Lincoln Center--Quinn Library,AV
Gilda [videorecording (DVD)] / Columbia Pictures Corporation presents ; story by E.A. Ellington ; adaptation by Jo Eisinger ; screenplay by Marion Parsonnet ; produced by Virginia Van Upp ; directed by Charles Vidor.,W DVD 575,0201607808304,Lincoln Center--Quinn Library,AV
Girl 6 [videorecording (DVD)] / Fox Searchlight Pictures presents a 40 Acres and a Mule Filmworks production ; a Spike Lee joint ; written by Suzan-Lori Parks ; produced and directed by Spike Lee.,W DVD 5130,0201607430661,Lincoln Center--Quinn Library,AV
"Girl, interrupted [videorecording (DVD))] / Columbia Pictures Industries ; directed by James Mangold ; producer, Cathy Konrad, Doug Wick ; screenwriter, Lisa Loomer, Anna Hamilton Phelan.",W DVD 356,0201607324484,Lincoln Center--Quinn Library,AV
Girl with a pearl earring [videorecording (DVD)].,W DVD 1459,0201606606162,Lincoln Center--Quinn Library,AV
The girl with the dragon tattoo [videorecording (DVD)] / Columbia Pictures and Metro-Goldwyn-Mayer Pictures present ; a David Fincher film ; produced by Scott Rudin ... [et al.] ; screenplay by Steven Zaillian ; directed by David Fincher.,"W DVD 12,921",0201609412501,Lincoln Center--Quinn Library,AV
Girls. The complete first season [videorecording (DVD)] / HBO Entertainment presents ; produced by Judd Apatow ; created by Lena Dunham.,"W DVD 13,303 FIRST SEASON, DISC 1",0201609422807,Lincoln Center--Quinn Library,AV
Girls. The complete first season [videorecording (DVD)] / HBO Entertainment presents ; produced by Judd Apatow ; created by Lena Dunham.,"W DVD 13,303 FIRST SEASON, DISC 2",0201609422815,Lincoln Center--Quinn Library,AV
"Glee. Season 2, volume 1 [videorecording (DVD)] / 20th Century Fox Television.","W DVD 11,295 SECOND SEASON V.1, DISC 1",0201609113307,Lincoln Center--Quinn Library,AV
"Glee. Season 2, volume 1 [videorecording (DVD)] / 20th Century Fox Television.","W DVD 11,295 SECOND SEASON V.1, DISC 2",0201609113315,Lincoln Center--Quinn Library,AV
"Glee. Season 2, volume 1 [videorecording (DVD)] / 20th Century Fox Television.","W DVD 11,295 SECOND SEASON V.1, DISC 3",0201609113323,Lincoln Center--Quinn Library,AV
Glee. The complete first season [videorecording (DVD)].,"W DVD 11,295 FIRST SEASON, DISC 3",0201609037662,Lincoln Center--Quinn Library,AV
Glee. The complete first season [videorecording (DVD)].,"W DVD 11,295 FIRST SEASON, DISC 4",0201609037670,Lincoln Center--Quinn Library,AV
Glee. The complete first season [videorecording (DVD)].,"W DVD 11,295 FIRST SEASON, DISC 5",0201609037688,Lincoln Center--Quinn Library,AV
Glee. The complete first season [videorecording (DVD)].,"W DVD 11,295 FIRST SEASON, DISC 6",0201609037696,Lincoln Center--Quinn Library,AV
Glee. The complete first season [videorecording (DVD)].,"W DVD 11,295 FIRST SEASON, DISC 7",0201609037704,Lincoln Center--Quinn Library,AV
Glee. The complete first season [videorecording (DVD)].,"W DVD 11,295 FIRST SEASON, DISC 1",0201609037647,Lincoln Center--Quinn Library,AV
Glee. The complete first season [videorecording (DVD)].,"W DVD 11,295 FIRST SEASON, DISC 2",0201609037654,Lincoln Center--Quinn Library,AV
"The Gleiwitz case [videorecording (DVD)] : the Nazi secret plan to invade Poland / Progress Film-Verleih GmbH ; Icestorm International in association with the University of Massachusetts ; Buch, Wolfgang Kohlhaas, Günther Rücker ; Produktionsleitung, Erich Albrecht ; Regie, Gerhard Klein.","W DVD 10,998",0201609493428,Lincoln Center--Quinn Library,AV
"Go [videorecording (DVD)] / Columbia Pictures presents ; a Banner Entertainment production in association with Saratoga Entertainment ; a Doug Liman film ; produced by Paul Rosenberg, Mickey Liddell, Matt Freeman ; written by John August ; directed by Doug Liman.",W DVD 146,0201606500993,Lincoln Center--Quinn Library,AV
"God grew tired of us [videorecording (DVD)] / [presented by] Newmarket Films in association with Silver Nitrate ; a National Geographic Films/LBS production ; produced by Molly Bradford Pace, Christopher Quinn, Tommy Walker ; written by Christopher Quinn ; directed by Christopher Quinn.",W DVD 7366,0201608035667,Lincoln Center--Quinn Library,AV
God on trial [videorecording (DVD)] / BBC Scotland ; Hat Trick Productions ; produced by Jemma Rodgers ; written by Frank Cottrell Boyce ; directed by Andy DeEmmony.,"W DVD 10,630",0201609014133,Lincoln Center--Quinn Library,AV
"The Godfather [videorecording (DVD)] : Part II / Paramount Pictures Pictures ; produced by Francis Ford Coppola ; screenplay, Francis Ford Coppola, Mario Puzo ; directed by Francis Ford Coppola.",W DVD 4351 PT.2 V.1,0201607315953,Lincoln Center--Quinn Library,AV
"The Godfather [videorecording (DVD)] : Part II / Paramount Pictures Pictures ; produced by Francis Ford Coppola ; screenplay, Francis Ford Coppola, Mario Puzo ; directed by Francis Ford Coppola.",W DVD 4351 PT.2 V.2,0201607315961,Lincoln Center--Quinn Library,AV
"Goin' to Chicago [videorecording (DVD)] / George King & Associates and The Center for the Study of Southern Culture and the Afro-American Studies Program at the University of Mississippi present ; a film by George King ; produced and directed by George King ; writer, Lou Potter.","W DVD 11,399",0201609044106,Lincoln Center--Quinn Library,AV
"Going blind [videorecording (DVD)] / produced, written and directed by Joseph Lovett ; produced by Hilary Klotz Steinman.","W DVD 11,521",0201609046200,Lincoln Center--Quinn Library,AV
"Going upriver. The long war of John Kerry [videorecording (DVD)] / ThinkFilm in association with Palisades Pictures presents a White Mountain Films production, a film by George Butler ; produced by Mark Hopkins ; written by Joseph Dorman ; produced and directed by George Butler.",W DVD 1741,0201606716714,Lincoln Center--Quinn Library,AV
"Gold diggers of 1933 [videorecording (DVD)] / Warner Bros. Pictures, Inc. & The Vitaphone Corp ; director, Mervyn LeRoy ; screenplay by Erwin Gelsey & James Seymour.",W DVD 4358,0201607315680,Lincoln Center--Quinn Library,AV
"Gold diggers of 1935 [videorecording (DVD)] / Warner Bro. Pictures, Inc. & the Vitaphone Corp. present ; a First National picture ; directed by Busby Berkeley ; screenplay, Manuel Seff and Peter Milne.",W DVD 4359,0201607315722,Lincoln Center--Quinn Library,AV
Golden boy [videorecording (DVD)] / Columbia Pictures presents a Rouben Mamoulian production ; screenplay by Lewis Meltzer ... [et al.] ; produced by William Perlberg ; directed by Rouben Mamoulian.,W DVD 7978,0201608131664,Lincoln Center--Quinn Library,AV
