marcEntry,callNumber,itemID,library,location
"Broadway, the American musical [videorecording (DVD)] / a film by Michael Kanton ; a co-production of Ghost Light Films, Thirteen/WNET New York, NHK and BBC in association with Carlton International ; written by JoAnn Young, Marc Fields, Michael Kantor and Laurence Maslon ; directed by Michael Kantor.",W DVD 1705 V.3,0201606711327,Lincoln Center--Quinn Library,AV
"Broadway, the American musical [videorecording (DVD)] / a film by Michael Kanton ; a co-production of Ghost Light Films, Thirteen/WNET New York, NHK and BBC in association with Carlton International ; written by JoAnn Young, Marc Fields, Michael Kantor and Laurence Maslon ; directed by Michael Kantor.",W DVD 1705 V.3,0201611497508,Lincoln Center--Quinn Library,AV
"The brothers Rico [videorecording (DVD)] / Columbia Pictures Corporation presents a William Goetz production ; screen play by Lewis Meltzer, Ben Perry ; produced by Lewis J. Rachmil ; directed by Phil Karlson.","W DVD 10,985 DISC 3",0201609492818,Lincoln Center--Quinn Library,AV
"The brothers Rico [videorecording (DVD)] / Columbia Pictures Corporation presents a William Goetz production ; screen play by Lewis Meltzer, Ben Perry ; produced by Lewis J. Rachmil ; directed by Phil Karlson.","W DVD 10,985 DISC 3",0201609170018,Lincoln Center--Quinn Library,AV
Bullitt [videorecording (DVD)] / Warner Bros.-Seven Arts presents a Solar production ; screenplay by Alan R. Trustman and Harry Kleiner ; produced by Philip D'Antoni ; directed by Peter Yates.,W DVD 167,0201604979595,Lincoln Center--Quinn Library,AV
Bullitt [videorecording (DVD)] / Warner Bros.-Seven Arts presents a Solar production ; screenplay by Alan R. Trustman and Harry Kleiner ; produced by Philip D'Antoni ; directed by Peter Yates.,W DVD 167,0201606816670,Lincoln Center--Quinn Library,AV
Buster Keaton collection [videorecording (DVD)].,W DVD 6837 BOOKLET,0201607945015,Lincoln Center--Quinn Library,AV
Buster Keaton collection [videorecording (DVD)].,W DVD 6837 BOOKLET,0201609411651,Lincoln Center--Quinn Library,AV
Buster Keaton collection [videorecording (DVD)].,W DVD 6837 V.1,0201607945023,Lincoln Center--Quinn Library,AV
Buster Keaton collection [videorecording (DVD)].,W DVD 6837 V.1,0201609411669,Lincoln Center--Quinn Library,AV
Buster Keaton collection [videorecording (DVD)].,W DVD 6837 V.2,0201607945031,Lincoln Center--Quinn Library,AV
Buster Keaton collection [videorecording (DVD)].,W DVD 6837 V.2,0201609411677,Lincoln Center--Quinn Library,AV
Butch Cassidy and the Sundance Kid [videorecording (DVD)] / Twentieth Century Fox ; written by William Goldman ; produced by John Foreman ; directed by George Roy Hill.,W DVD 1560,0201606762585,Lincoln Center--Quinn Library,AV
Butch Cassidy and the Sundance Kid [videorecording (DVD)] / Twentieth Century Fox ; written by William Goldman ; produced by John Foreman ; directed by George Roy Hill.,W DVD 1560,0201606333916,Lincoln Center--Quinn Library,AV
Butch Cassidy and the Sundance Kid [videorecording (DVD)] / Twentieth Century Fox ; written by William Goldman ; produced by John Foreman ; directed by George Roy Hill.,W DVD 1560,0201606333908,Lincoln Center--Quinn Library,AV
"By Brakhage. An anthology, volume two [videorecording (DVD)].","W DVD 2926 V. 2, BOOKLET",0201609494491,Lincoln Center--Quinn Library,AV
"By Brakhage. An anthology, volume two [videorecording (DVD)].","W DVD 2926 V. 2, BOOKLET",0201609032796,Lincoln Center--Quinn Library,AV
"By Brakhage. An anthology, volume two [videorecording (DVD)].","W DVD 2926 V. 2, DISC 1",0201609494509,Lincoln Center--Quinn Library,AV
"By Brakhage. An anthology, volume two [videorecording (DVD)].","W DVD 2926 V. 2, DISC 1",0201609032804,Lincoln Center--Quinn Library,AV
"By Brakhage. An anthology, volume two [videorecording (DVD)].","W DVD 2926 V. 2, DISC 2",0201609494517,Lincoln Center--Quinn Library,AV
"By Brakhage. An anthology, volume two [videorecording (DVD)].","W DVD 2926 V. 2, DISC 2",0201609032812,Lincoln Center--Quinn Library,AV
"By Brakhage. An anthology, volume two [videorecording (DVD)].","W DVD 2926 V. 2, DISC 3",0201609494525,Lincoln Center--Quinn Library,AV
"By Brakhage. An anthology, volume two [videorecording (DVD)].","W DVD 2926 V. 2, DISC 3",0201609032820,Lincoln Center--Quinn Library,AV
La bête humaine [videorecording (DVD)] / Paris Film Production ; Robert & Raymond Hakim présentent un film de Jean Renoir.,W DVD 4385 BOOKLET,0201608368001,Lincoln Center--Quinn Library,AV
La bête humaine [videorecording (DVD)] / Paris Film Production ; Robert & Raymond Hakim présentent un film de Jean Renoir.,W DVD 4385 BOOKLET,0201608368019,Lincoln Center--Quinn Library,AV
The cabinet of Dr. Caligari [videorecording (DVD)] : a film in six acts / written by Carl Mayer and Hans Janowitz ; Decla Film-Gesellschaft ; directed by Robert Wiene.,W DVD 7378,0201608049916,Lincoln Center--Quinn Library,AV
The cabinet of Dr. Caligari [videorecording (DVD)] : a film in six acts / written by Carl Mayer and Hans Janowitz ; Decla Film-Gesellschaft ; directed by Robert Wiene.,W DVD 7378,0201609114586,Lincoln Center--Quinn Library,AV
"Cama adentro [videorecording (DVD)] = Live-in maid / The Film Sales Company presents a LibidoCine, Aquafilms, FillmaNova production ; written and directed by Jorge Gaggero.",W DVD 8715,0201608261370,Lincoln Center--Quinn Library,AV
"Cama adentro [videorecording (DVD)] = Live-in maid / The Film Sales Company presents a LibidoCine, Aquafilms, FillmaNova production ; written and directed by Jorge Gaggero.",W DVD 8715,0201608906107,Lincoln Center--Quinn Library,AV
"Careful [videorecording (DVD)] / The Canada Council ; The Canada Manitoba Cultural Industries Development Office ; The Greg & Tracy Film Ministry ; The Manitoba Arts Council ; Téléfilm Canada ; produced by Greg Klymkiw, Tracy Traeger ; story by George Toles ; screenplay by Guy Maddin, George Toles ; directed by Guy Maddin.","W DVD 10,101",0201608540419,Lincoln Center--Quinn Library,AV
"Careful [videorecording (DVD)] / The Canada Council ; The Canada Manitoba Cultural Industries Development Office ; The Greg & Tracy Film Ministry ; The Manitoba Arts Council ; Téléfilm Canada ; produced by Greg Klymkiw, Tracy Traeger ; story by George Toles ; screenplay by Guy Maddin, George Toles ; directed by Guy Maddin.","W DVD 10,101",0201608724526,Lincoln Center--Quinn Library,AV
"Carne trémula [videorecording (DVD)] / MGM ; Goldwyn Films ; El Deseo S.A. presenta una coproducción El Deseo, CIBY 2000/France 3 ; un film de Almodóvar.",W DVD 4314,0201607604208,Lincoln Center--Quinn Library,AV
"Carne trémula [videorecording (DVD)] / MGM ; Goldwyn Films ; El Deseo S.A. presenta una coproducción El Deseo, CIBY 2000/France 3 ; un film de Almodóvar.",W DVD 4314,0201607987660,Lincoln Center--Quinn Library,AV
Cat on a hot tin roof [videorecording (DVD)] / Metro-Goldwyn-Mayer presents ; an Avon Production ; Loew's Incorporated ; screen play by Richard Brooks and James Poe ; produced by Lawrence Weingarten ; directed by Richard Brooks.,W DVD 13,0201606788747,Lincoln Center--Quinn Library,AV
Cat on a hot tin roof [videorecording (DVD)] / Metro-Goldwyn-Mayer presents ; an Avon Production ; Loew's Incorporated ; screen play by Richard Brooks and James Poe ; produced by Lawrence Weingarten ; directed by Richard Brooks.,W DVD 13,0201606817645,Lincoln Center--Quinn Library,AV
Cat on a hot tin roof [videorecording (DVD)] / Metro-Goldwyn-Mayer presents ; an Avon Production ; Loew's Incorporated ; screen play by Richard Brooks and James Poe ; produced by Lawrence Weingarten ; directed by Richard Brooks.,W DVD 13,0201607349366,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season one [videorecording (DVD)] / Comedy Central presents ; created by Dave Chappelle, Neal Brennan ; directors, Rusty Cundieff ... [et al.].",W DVD 3005 SEASON 1 V.1,0201609032580,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season one [videorecording (DVD)] / Comedy Central presents ; created by Dave Chappelle, Neal Brennan ; directors, Rusty Cundieff ... [et al.].",W DVD 3005 SEASON 1 V.1,0201607807850,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season one [videorecording (DVD)] / Comedy Central presents ; created by Dave Chappelle, Neal Brennan ; directors, Rusty Cundieff ... [et al.].",W DVD 3005 SEASON 1 V.2,0201609032598,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season one [videorecording (DVD)] / Comedy Central presents ; created by Dave Chappelle, Neal Brennan ; directors, Rusty Cundieff ... [et al.].",W DVD 3005 SEASON 1 V.2,0201607807868,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season two [videorecording (DVD)] / Pilot Boy Productions ; Comedy Central ; writers, Neal Brennan, Dave Chappelle, Charles Q. Murphy, Bryan H. Tucker ; directed by Andre Allen ... [et al.].",W DVD 3005 SEASON 2 V.1,0201606967333,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season two [videorecording (DVD)] / Pilot Boy Productions ; Comedy Central ; writers, Neal Brennan, Dave Chappelle, Charles Q. Murphy, Bryan H. Tucker ; directed by Andre Allen ... [et al.].",W DVD 3005 SEASON 2 V.1,0201609032630,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season two [videorecording (DVD)] / Pilot Boy Productions ; Comedy Central ; writers, Neal Brennan, Dave Chappelle, Charles Q. Murphy, Bryan H. Tucker ; directed by Andre Allen ... [et al.].",W DVD 3005 SEASON 2 V.2,0201606967341,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season two [videorecording (DVD)] / Pilot Boy Productions ; Comedy Central ; writers, Neal Brennan, Dave Chappelle, Charles Q. Murphy, Bryan H. Tucker ; directed by Andre Allen ... [et al.].",W DVD 3005 SEASON 2 V.2,0201609032648,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season two [videorecording (DVD)] / Pilot Boy Productions ; Comedy Central ; writers, Neal Brennan, Dave Chappelle, Charles Q. Murphy, Bryan H. Tucker ; directed by Andre Allen ... [et al.].",W DVD 3005 SEASON 2 V.3,0201606967358,Lincoln Center--Quinn Library,AV
"Chappelle's show. Season two [videorecording (DVD)] / Pilot Boy Productions ; Comedy Central ; writers, Neal Brennan, Dave Chappelle, Charles Q. Murphy, Bryan H. Tucker ; directed by Andre Allen ... [et al.].",W DVD 3005 SEASON 2 V.3,0201609032655,Lincoln Center--Quinn Library,AV
Chappelle's show. The lost episodes [videorecording (DVD)] / Comedy Partners.,W DVD 3005 2006,0201607796780,Lincoln Center--Quinn Library,AV
Chappelle's show. The lost episodes [videorecording (DVD)] / Comedy Partners.,W DVD 3005 2006,0201609032549,Lincoln Center--Quinn Library,AV
"Charlie Wilson's war [videorecording (DVD)] / Universal Pictures ; Playtone ; Participant Productions ; Relativity Media ; produced by Gary Goetzman, Tom Hanks ; screenplay by Aaron Sorkin ; directed by Mike Nichols.",W DVD 8694,0201608261024,Lincoln Center--Quinn Library,AV
"Charlie Wilson's war [videorecording (DVD)] / Universal Pictures ; Playtone ; Participant Productions ; Relativity Media ; produced by Gary Goetzman, Tom Hanks ; screenplay by Aaron Sorkin ; directed by Mike Nichols.",W DVD 8694,0201609177633,Lincoln Center--Quinn Library,AV
"The chess players [videorecording (DVD)] = Shatranj ke khilari / a film by Satyajit Ray ; produced by Suresh Jindal ; written by Satyajit Ray, Javid Siddiqui and Shama Zaidi ; directed by Satyajit Ray.",W DVD 4454,0201608150474,Lincoln Center--Quinn Library,AV
"The chess players [videorecording (DVD)] = Shatranj ke khilari / a film by Satyajit Ray ; produced by Suresh Jindal ; written by Satyajit Ray, Javid Siddiqui and Shama Zaidi ; directed by Satyajit Ray.",W DVD 4454,0201607326000,Lincoln Center--Quinn Library,AV
Chibi. Shang bu ji xia bu [videorecording (DVD)] = Red cliff. Part 1 and 2 / Zhongguo dian ying ji tuan gong si.,"W DVD 10,579, DISC 1",0201608992149,Lincoln Center--Quinn Library,AV
Chibi. Shang bu ji xia bu [videorecording (DVD)] = Red cliff. Part 1 and 2 / Zhongguo dian ying ji tuan gong si.,"W DVD 10,579, DISC 1",0201609491992,Lincoln Center--Quinn Library,AV
Chibi. Shang bu ji xia bu [videorecording (DVD)] = Red cliff. Part 1 and 2 / Zhongguo dian ying ji tuan gong si.,"W DVD 10,579, DISC 2",0201608992156,Lincoln Center--Quinn Library,AV
Chibi. Shang bu ji xia bu [videorecording (DVD)] = Red cliff. Part 1 and 2 / Zhongguo dian ying ji tuan gong si.,"W DVD 10,579, DISC 2",0201609492008,Lincoln Center--Quinn Library,AV
Children of a lesser god [videorecording (DVD)] / Paramount Pictures presents a Burt Sugarman production ; screenplay by Hesper Anderson and Mark Medoff ; produced by Burt Sugarman and Patrick Palmer ; directed by Randa Haines.,W DVD 2046,0201607761701,Lincoln Center--Quinn Library,AV
Children of a lesser god [videorecording (DVD)] / Paramount Pictures presents a Burt Sugarman production ; screenplay by Hesper Anderson and Mark Medoff ; produced by Burt Sugarman and Patrick Palmer ; directed by Randa Haines.,W DVD 2046,0201608540047,Lincoln Center--Quinn Library,AV
Chinatown [videorecording (DVD)].,W DVD 76 2007,0201608535054,Lincoln Center--Quinn Library,AV
Chinatown [videorecording (DVD)].,W DVD 76 2007,0201608535062,Lincoln Center--Quinn Library,AV
Chinatown [videorecording (DVD)]/ a Paramount picture ; a Robert Evans production of a Roman Polanski film ; written by Robert Towne ; produced by Robert Evans ; directed by Roman Polanski.,W DVD 76,0201604487912,Lincoln Center--Quinn Library,AV
Chinatown [videorecording (DVD)]/ a Paramount picture ; a Robert Evans production of a Roman Polanski film ; written by Robert Towne ; produced by Robert Evans ; directed by Roman Polanski.,W DVD 76,0201604664148,Lincoln Center--Quinn Library,AV
Chong qing sen lin [videorecording (DVD)] = Chung king express / Jet Tone Production Co. Ltd. ; Pien tao Wong Kar-wai.,W DVD 3798,0201607180266,Lincoln Center--Quinn Library,AV
Chong qing sen lin [videorecording (DVD)] = Chung king express / Jet Tone Production Co. Ltd. ; Pien tao Wong Kar-wai.,W DVD 3798,0201609444629,Lincoln Center--Quinn Library,RESERVE-LC
Christianity [videorecording (DVD)] : the first two thousand years / Arts & Entertainment Network.,W DVD 996 V.1,0201606015786,Lincoln Center--Quinn Library,AV
Christianity [videorecording (DVD)] : the first two thousand years / Arts & Entertainment Network.,W DVD 996 V.1,0201606838997,Lincoln Center--Quinn Library,AV
Christianity [videorecording (DVD)] : the first two thousand years / Arts & Entertainment Network.,W DVD 996 V.2,0201606025017,Lincoln Center--Quinn Library,AV
Christianity [videorecording (DVD)] : the first two thousand years / Arts & Entertainment Network.,W DVD 996 V.2,0201606839003,Lincoln Center--Quinn Library,AV
"Cidade de Deus [videorecording (DVD)] = City of god / Miramax Films ; O2 Filmes and Videofilmes ; produção, Andrea Barata Ribeiro e Maurício Andrade Ramos ; um filme de Fernando Meirelles.",W DVD 1344,0201608049627,Lincoln Center--Quinn Library,AV
"Cidade de Deus [videorecording (DVD)] = City of god / Miramax Films ; O2 Filmes and Videofilmes ; produção, Andrea Barata Ribeiro e Maurício Andrade Ramos ; um filme de Fernando Meirelles.",W DVD 1344,0201607237744,Lincoln Center--Quinn Library,AV
"Cidade de Deus [videorecording (DVD)] = City of god / Miramax Films ; O2 Filmes and Videofilmes ; produção, Andrea Barata Ribeiro e Maurício Andrade Ramos ; um filme de Fernando Meirelles.",W DVD 1344,0201606327272,Lincoln Center--Quinn Library,AV
City of fear [videorecording (DVD)] / a Columbia Pictures release ; written by Steven Ritch and Robert Dillon ; produced by Leon Chooluck ; directed by Irving Lerner.,"W DVD 10,985 DISC 5",0201609492834,Lincoln Center--Quinn Library,AV
City of fear [videorecording (DVD)] / a Columbia Pictures release ; written by Steven Ritch and Robert Dillon ; produced by Leon Chooluck ; directed by Irving Lerner.,"W DVD 10,985 DISC 5",0201609170034,Lincoln Center--Quinn Library,AV
Cocalero [videorecording (DVD)] / Fall Line Films ... [et al.] present a film by Alejandro Landes.,W DVD 7801,0201607885823,Lincoln Center--Quinn Library,AV
Cocalero [videorecording (DVD)] / Fall Line Films ... [et al.] present a film by Alejandro Landes.,W DVD 7801,0201608108266,Lincoln Center--Quinn Library,AV
"Cold Mountain [videorecording (DVD)] / Miramax Films presents a Mirage Enterprises/Bona Fide Productions, an Anthony Minghella film ; produced by Sydney Pollack, William Horberg, Albert Berger and Ron Yerxa ; screenplay by Anthony Minghella ; directed by Anthony Minghella.",W DVD 4418 V.1,0201609169515,Lincoln Center--Quinn Library,AV
"Cold Mountain [videorecording (DVD)] / Miramax Films presents a Mirage Enterprises/Bona Fide Productions, an Anthony Minghella film ; produced by Sydney Pollack, William Horberg, Albert Berger and Ron Yerxa ; screenplay by Anthony Minghella ; directed by Anthony Minghella.",W DVD 4418 V.1,0201609171537,Lincoln Center--Quinn Library,AV
"Cold Mountain [videorecording (DVD)] / Miramax Films presents a Mirage Enterprises/Bona Fide Productions, an Anthony Minghella film ; produced by Sydney Pollack, William Horberg, Albert Berger and Ron Yerxa ; screenplay by Anthony Minghella ; directed by Anthony Minghella.",W DVD 4418 V.2,0201609169523,Lincoln Center--Quinn Library,AV
"Cold Mountain [videorecording (DVD)] / Miramax Films presents a Mirage Enterprises/Bona Fide Productions, an Anthony Minghella film ; produced by Sydney Pollack, William Horberg, Albert Berger and Ron Yerxa ; screenplay by Anthony Minghella ; directed by Anthony Minghella.",W DVD 4418 V.2,0201609171545,Lincoln Center--Quinn Library,AV
Collapse [videorecording (DVD)] / Bluemark presents ; produced by Kate Noble ; directed by Chris Smith.,"W DVD 10,919",0201609489251,Lincoln Center--Quinn Library,AV
Collapse [videorecording (DVD)] / Bluemark presents ; produced by Kate Noble ; directed by Chris Smith.,"W DVD 10,919",0201609493436,Lincoln Center--Quinn Library,AV
"The color of pomegranates [videorecording (DVD)] / Armenfilm Studios ; director, writer, Sergei Paradjanov].",W DVD 3656,0201607140450,Lincoln Center--Quinn Library,AV
"The color of pomegranates [videorecording (DVD)] / Armenfilm Studios ; director, writer, Sergei Paradjanov].",W DVD 3656,0201608222810,Lincoln Center--Quinn Library,AV
The Commitments [videorecording (DVD)] / Beacon presents a First Film Company/Dirty Hands production ; an Alan Parker film ; produced by Roger Randall Cutler & Lynda Myles ; screenplay by Dick Clement & Ian La Frenais and Roddy Doyle ; directed by Alan Parker.,W DVD 5333 V.1,1201500152510,Lincoln Center--Quinn Library,AV
The Commitments [videorecording (DVD)] / Beacon presents a First Film Company/Dirty Hands production ; an Alan Parker film ; produced by Roger Randall Cutler & Lynda Myles ; screenplay by Dick Clement & Ian La Frenais and Roddy Doyle ; directed by Alan Parker.,W DVD 5333 V.1,0201607499724,Lincoln Center--Quinn Library,AV
The Commitments [videorecording (DVD)] / Beacon presents a First Film Company/Dirty Hands production ; an Alan Parker film ; produced by Roger Randall Cutler & Lynda Myles ; screenplay by Dick Clement & Ian La Frenais and Roddy Doyle ; directed by Alan Parker.,W DVD 5333 V.1,1201500152502,Lincoln Center--Quinn Library,AV
The Commitments [videorecording (DVD)] / Beacon presents a First Film Company/Dirty Hands production ; an Alan Parker film ; produced by Roger Randall Cutler & Lynda Myles ; screenplay by Dick Clement & Ian La Frenais and Roddy Doyle ; directed by Alan Parker.,W DVD 5333 V.2,1201500152528,Lincoln Center--Quinn Library,AV
The Commitments [videorecording (DVD)] / Beacon presents a First Film Company/Dirty Hands production ; an Alan Parker film ; produced by Roger Randall Cutler & Lynda Myles ; screenplay by Dick Clement & Ian La Frenais and Roddy Doyle ; directed by Alan Parker.,W DVD 5333 V.2,0201607499732,Lincoln Center--Quinn Library,AV
The Commitments [videorecording (DVD)] / Beacon presents a First Film Company/Dirty Hands production ; an Alan Parker film ; produced by Roger Randall Cutler & Lynda Myles ; screenplay by Dick Clement & Ian La Frenais and Roddy Doyle ; directed by Alan Parker.,W DVD 5333 V.2,1201500152494,Lincoln Center--Quinn Library,AV
The complete Thin Man collection [videorecording (DVD)].,W DVD 3487 V.1,0201607096389,Lincoln Center--Quinn Library,AV
"Contraband [videorecording (DVD)] / British National Films ; directed by Michael Powell ; original story and screenplay, Emeric Pressburger ; scenario, Michael Powell, Brock Williams.",W DVD 1318,0201606420077,Lincoln Center--Quinn Library,AV
"Contraband [videorecording (DVD)] / British National Films ; directed by Michael Powell ; original story and screenplay, Emeric Pressburger ; scenario, Michael Powell, Brock Williams.",W DVD 1318,0201609114321,Lincoln Center--Quinn Library,AV
Cornered [videorecording (DVD)] : Desperate.,"W DVD 10,984 DISC 1",0201609492859,Lincoln Center--Quinn Library,AV
Cornered [videorecording (DVD)] : Desperate.,"W DVD 10,984 DISC 1",0201609032507,Lincoln Center--Quinn Library,AV
Cries and whispers [videorecording (DVD)] = [Viskningar och rop] / a film by Ingmar Bergman.,W DVD 2585,0201606892119,Lincoln Center--Quinn Library,AV
Cries and whispers [videorecording (DVD)] = [Viskningar och rop] / a film by Ingmar Bergman.,W DVD 2585,0201607999087,Lincoln Center--Quinn Library,AV
Crime in the streets [videorecording (DVD)] : Armored car robbery.,"W DVD 10,984 DISC 3",0201609492891,Lincoln Center--Quinn Library,AV
Crime in the streets [videorecording (DVD)] : Armored car robbery.,"W DVD 10,984 DISC 3",0201609032523,Lincoln Center--Quinn Library,AV
Crimes and misdemeanors [videorecording (DVD)] / an Orion Pictures release.,W DVD 2849,0201606917130,Lincoln Center--Quinn Library,AV
Crimes and misdemeanors [videorecording (DVD)] / an Orion Pictures release.,W DVD 2849,0201606321622,Lincoln Center--Quinn Library,AV
The Daily show with Jon Stewart. Indecision 2004 [videorecording (DVD)] / Comedy Partners ; Paramount Pictures.,W DVD 3018 V.1,0201606967598,Lincoln Center--Quinn Library,AV
The Daily show with Jon Stewart. Indecision 2004 [videorecording (DVD)] / Comedy Partners ; Paramount Pictures.,W DVD 3018 V.1,0201606321226,Lincoln Center--Quinn Library,AV
The Daily show with Jon Stewart. Indecision 2004 [videorecording (DVD)] / Comedy Partners ; Paramount Pictures.,W DVD 3018 V.2,0201606967606,Lincoln Center--Quinn Library,AV
The Daily show with Jon Stewart. Indecision 2004 [videorecording (DVD)] / Comedy Partners ; Paramount Pictures.,W DVD 3018 V.2,0201606321101,Lincoln Center--Quinn Library,AV
The Daily show with Jon Stewart. Indecision 2004 [videorecording (DVD)] / Comedy Partners ; Paramount Pictures.,W DVD 3018 V.3,0201606967614,Lincoln Center--Quinn Library,AV
The Daily show with Jon Stewart. Indecision 2004 [videorecording (DVD)] / Comedy Partners ; Paramount Pictures.,W DVD 3018 V.3,0201606320988,Lincoln Center--Quinn Library,AV
"Dancing at Lughnasa [videorecording (DVD)] / a Sony Pictures Classics release ; Capitol Films, Channel Four Films, Ferndale Films in association with Bord Scannan na hEireann/The Irish Film Board, Radio Telefis Eireann presents a Noel Pearson production ; a Pat O'Connor film ; screenplay by Frank McGuinness ; produced by Noel Pearson ; directed by Pat O'Connor.",W DVD 2389,0201606870511,Lincoln Center--Quinn Library,AV
"Dancing at Lughnasa [videorecording (DVD)] / a Sony Pictures Classics release ; Capitol Films, Channel Four Films, Ferndale Films in association with Bord Scannan na hEireann/The Irish Film Board, Radio Telefis Eireann presents a Noel Pearson production ; a Pat O'Connor film ; screenplay by Frank McGuinness ; produced by Noel Pearson ; directed by Pat O'Connor.",W DVD 2389,0201606319899,Lincoln Center--Quinn Library,AV
"Dangerous liaisons [videorecording (DVD)] / Warner Bros., Inc.",W DVD 2167,0201606838708,Lincoln Center--Quinn Library,AV
"Dangerous liaisons [videorecording (DVD)] / Warner Bros., Inc.",W DVD 2167,0201607237553,Lincoln Center--Quinn Library,AV
"A dangerous method [videorecording (DVD)] / Sony Pictures Classics ; Jeremy Thomas presents ; a co-production of Lago Film, Prospero Pictures and Recorded Picture Company ; in association with Millbrook Pictures ; a David Cronenberg film ; directed by David Cronenberg ; produced by Jereny Thomas ; screenplay by Christopher Hampton.","W DVD 13,049",0201609416106,Lincoln Center--Quinn Library,AV
"A dangerous method [videorecording (DVD)] / Sony Pictures Classics ; Jeremy Thomas presents ; a co-production of Lago Film, Prospero Pictures and Recorded Picture Company ; in association with Millbrook Pictures ; a David Cronenberg film ; directed by David Cronenberg ; produced by Jereny Thomas ; screenplay by Christopher Hampton.","W DVD 13,049",0201609435981,Lincoln Center--Quinn Library,AV
Daphne [videorecording (DVD)] : tragedia bucolica in un atto / libretto di Joseph Gregor ; musica di Richard Strauss ; Fondazione Teatro La Fenice di Venezia.,W DVD 6276,0201607829409,Lincoln Center--Quinn Library,AV
Daphne [videorecording (DVD)] : tragedia bucolica in un atto / libretto di Joseph Gregor ; musica di Richard Strauss ; Fondazione Teatro La Fenice di Venezia.,W DVD 6276,0201607829508,Lincoln Center--Quinn Library,AV
Day the world ended [videorecording (DVD)] : The She-creature.,W DVD 9163,0201608368878,Lincoln Center--Quinn Library,AV
Day the world ended [videorecording (DVD)] : The She-creature.,W DVD 9163,0201608537852,Lincoln Center--Quinn Library,AV
Death of two sons [videorecording (DVD)] / Life Through Your Lens presents a Yimbe Films production.,W DVD 9415,0201608439075,Lincoln Center--Quinn Library,AV
Death of two sons [videorecording (DVD)] / Life Through Your Lens presents a Yimbe Films production.,W DVD 9415,0201608529974,Lincoln Center--Quinn Library,AV
"Il Decameron [videorecording (DVD)] / un film di Pier Paolo Pasolini ; produttore esecutivo, Franco Rossellini ; una coproduzione PEA (Produzione Europee Associate), Les Productions Artistes associes, Artemis Film ; prodotto da Alberto Grimaldi ; scritto e diretto da Pier Paolo Pasolini.",W DVD 4283,0201607288424,Lincoln Center--Quinn Library,AV
"Il Decameron [videorecording (DVD)] / un film di Pier Paolo Pasolini ; produttore esecutivo, Franco Rossellini ; una coproduzione PEA (Produzione Europee Associate), Les Productions Artistes associes, Artemis Film ; prodotto da Alberto Grimaldi ; scritto e diretto da Pier Paolo Pasolini.",W DVD 4283,0201607761719,Lincoln Center--Quinn Library,AV
Deep down [videorecording (DVD)] : a story from the heart of coal country / a film by Jen Gilomen and Sally Rubin.,"W DVD 11,612",0201609110469,Lincoln Center--Quinn Library,AV
Deep down [videorecording (DVD)] : a story from the heart of coal country / a film by Jen Gilomen and Sally Rubin.,"W DVD 11,612",0201609175736,Lincoln Center--Quinn Library,AV
Dennis Potter [videorecording (DVD)]: 3 to remember.,"W DVD 10,006, DISC 1",0201608538694,Lincoln Center--Quinn Library,AV
Dennis Potter [videorecording (DVD)]: 3 to remember.,"W DVD 10,006, DISC 1",0201608993329,Lincoln Center--Quinn Library,AV
Dennis Potter [videorecording (DVD)]: 3 to remember.,"W DVD 10,006, DISC 2",0201608538702,Lincoln Center--Quinn Library,AV
Dennis Potter [videorecording (DVD)]: 3 to remember.,"W DVD 10,006, DISC 2",0201608993337,Lincoln Center--Quinn Library,AV
Dennis Potter [videorecording (DVD)]: 3 to remember.,"W DVD 10,006, DISC 3",0201608538710,Lincoln Center--Quinn Library,AV
Dennis Potter [videorecording (DVD)]: 3 to remember.,"W DVD 10,006, DISC 3",0201608993345,Lincoln Center--Quinn Library,AV
The devils of Loudun [videorecording (DVD)] = Die Teufel von Loudun : opera in three acts / [music and libretto by]Krzysztof Penderecki.,W DVD 6802,0201607941188,Lincoln Center--Quinn Library,AV
The devils of Loudun [videorecording (DVD)] = Die Teufel von Loudun : opera in three acts / [music and libretto by]Krzysztof Penderecki.,W DVD 6802,0201609164573,Lincoln Center--Quinn Library,AV
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 1",0201608729723,Lincoln Center--Quinn Library,AV
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 1",0201609036086,Lincoln Center--Quinn Library,AV
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 2",0201608729731,Lincoln Center--Quinn Library,AV
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 2",0201609036094,Lincoln Center--Quinn Library,AV
