marcEntry_x,callNumber,itemID_x,library,location_x
"Al Capone [videorecording (DVD)] : Scarface / produced by Tower Productions, Inc. for A & E Network ; writer/producer, Judy Cole.",W DVD 5848,0201607720533,Lincoln Center--Quinn Library,AV
Al Franken. God spoke [videorecording (DVD)] / Pennebaker Hegedus Films and Nick Doob Productions ; produced by Rebecca Marshall and Frazer Pennebaker ; directed by Nick Doob and Chris Hegedus.,W DVD 6514,0201607845801,Lincoln Center--Quinn Library,AV
"Al otro lado [videorecording (DVD)] = To the other side / UniCine y Matatena Films presentan un film de Gustavo Loza ; guión y dirección, Gustavo Loza ; dirigida por Gustavo Loza.",W DVD 7382,0201608049965,Lincoln Center--Quinn Library,AV
Alain Delon 5-film collection [videorecording (DVD)].,"W DVD 8588, V.1",0201608259457,Lincoln Center--Quinn Library,AV
Alain Delon 5-film collection [videorecording (DVD)].,"W DVD 8588, V.2",0201608259465,Lincoln Center--Quinn Library,AV
Alain Delon 5-film collection [videorecording (DVD)].,"W DVD 8588, V.3",0201608259473,Lincoln Center--Quinn Library,AV
Alain Resnais: a decade in film [videorecording (DVD)].,"W DVD 11,523, DISC 1",0201609046333,Lincoln Center--Quinn Library,AV
Alain Resnais: a decade in film [videorecording (DVD)].,"W DVD 11,523, DISC 2",0201609046341,Lincoln Center--Quinn Library,AV
Alain Resnais: a decade in film [videorecording (DVD)].,"W DVD 11,523, DISC 3",0201609046358,Lincoln Center--Quinn Library,AV
Alain Resnais: a decade in film [videorecording (DVD)].,"W DVD 11,523, DISC 4",0201609046366,Lincoln Center--Quinn Library,AV
"Alambrista! [videorecording (DVD)] = The illegal / Image Entertainment ; written by Robert M. Young ; produced by Michael Hausman, Irwin Young ; directed by Robert M. Young.","W DVD 13,116",0201609417799,Lincoln Center--Quinn Library,AV
L'albero degli zoccoli [videorecording (DVD)] = The tree of wooden clogs / Gaumont [and others] ; un film scritto e diretto da Ermanno Olmi = written and directed by Ermanno Olmi.,W DVD 6612,0201607898560,Lincoln Center--Quinn Library,AV
Albert Einstein [videorecording (DVD)] / A&E Television Networks.,W DVD 5730,0201607693664,Lincoln Center--Quinn Library,AV
"Albert Fish [videorecording (DVD)] / Waterfront Productions presents ; produced, written and directed by John Borowski.",W DVD 6463,0201607845405,Lincoln Center--Quinn Library,AV
Albert Herring [videorecording (DVD)] / by Benjamin Britten ; text by Eric Crozier ; a BBC-TV production in association with Glyndebourne and the National Video Corporation ; directed for stage and television by Peter Hall ; produced for television by Robin Lough.,W DVD 4743,0201607520115,Lincoln Center--Quinn Library,AV
"Alceste [videorecording (DVD)] : Pariser Fassung von 1776 : tragische Opera in drei Akten / Christoph Willibald Gluck ; Text von François-Louis Gand Leblanc du Roullet, nach Ranieri de' Calzabigi und Euripides ; aus der Staatsoper Stuttgart.",W DVD 6200,0201607796475,Lincoln Center--Quinn Library,AV
Alcina [videorecording (DVD)] : dramma per musica in tre atti (1735) / Georg Friedrich Händel.,W DVD 5412,0201607599747,Lincoln Center--Quinn Library,AV
Alec McCowen in his solo performance of St. Mark's gospel [videorecording (DVD)].,"W DVD 13,693",0201609436203,Lincoln Center--Quinn Library,AV
"Alex van Warmerdam's Grimm [videorecording (DVD)] / Graniet Films ; producers, Tom Schippers, Marc Van Warmerdam ; screenplay writer and director, Alex van Warmerdam.",W DVD 5145,0201607430901,Lincoln Center--Quinn Library,AV
Alexander [videorecording (DVD)] / Warner Bros. Pictures and Intermedia Films present ; a Moritz Borman production ; in association with IMF ; produced by Thomas Schühly ... [et al.] ; written by Oliver Stone and Christopher Kyle and Laeta Kalogridis ; directed by Oliver Stone.,W DVD 3149 2005 V.1,0201606965360,Lincoln Center--Quinn Library,AV
Alexander [videorecording (DVD)] / Warner Bros. Pictures and Intermedia Films present ; a Moritz Borman production ; in association with IMF ; produced by Thomas Schühly ... [et al.] ; written by Oliver Stone and Christopher Kyle and Laeta Kalogridis ; directed by Oliver Stone.,W DVD 3149 2005 V.2,0201606965378,Lincoln Center--Quinn Library,AV
Alexander Graham Bell [videorecording (DVD)] / A&E Television Networks.,W DVD 5692,0201607691122,Lincoln Center--Quinn Library,AV
Alexander Hamilton [videorecording (DVD)] / Twin Cities Public Television in association with Middlemarch Films ; WGBH/Boston ; written and co-produced by  Ronald H. Blumer ; produced and directed by Muffie Meyer.,W DVD 6755,0201607928110,Lincoln Center--Quinn Library,AV
"Alexander Korda's Private lives [videorecording (DVD)] / A London Film Productions Limited ; ITV Global Entertainment Limited ; Janus Films ; directed by Alexander Korda, Paul Czinner.","W DVD 10,212, DISC 1",0201608727230,Lincoln Center--Quinn Library,AV
"Alexander Korda's Private lives [videorecording (DVD)] / A London Film Productions Limited ; ITV Global Entertainment Limited ; Janus Films ; directed by Alexander Korda, Paul Czinner.","W DVD 10,212, DISC 2",0201608727248,Lincoln Center--Quinn Library,AV
"Alexander Korda's Private lives [videorecording (DVD)] / A London Film Productions Limited ; ITV Global Entertainment Limited ; Janus Films ; directed by Alexander Korda, Paul Czinner.","W DVD 10,212, DISC 3",0201608727255,Lincoln Center--Quinn Library,AV
"Alexander Korda's Private lives [videorecording (DVD)] / A London Film Productions Limited ; ITV Global Entertainment Limited ; Janus Films ; directed by Alexander Korda, Paul Czinner.","W DVD 10,212, DISC 4",0201608727263,Lincoln Center--Quinn Library,AV
"Alexander Nevsky [videorecording (DVD)] / a Corinth Film release ; Sovexportfilm presents ; script, P. Pavlenko, S. Eisenstein ; direction, S. Eisenstein, D. Vasilyev ; a Mosfilm production.",W DVD 3696,0201607146945,Lincoln Center--Quinn Library,AV
"Alexander revisited [videorecording (DVD)] : the final cut / Warner Bros. Pictures and Intermedia Films present a Moritz Borman production in association with IMF, an Oliver Stone film ; produced by Thomas Schühly ... [et al.] ; written by Oliver Stone and Christopher Kyle and Laeta Kalogridis ; directed by Oliver Stone.",W DVD 6586 V.1,0201607862194,Lincoln Center--Quinn Library,AV
"Alexander revisited [videorecording (DVD)] : the final cut / Warner Bros. Pictures and Intermedia Films present a Moritz Borman production in association with IMF, an Oliver Stone film ; produced by Thomas Schühly ... [et al.] ; written by Oliver Stone and Christopher Kyle and Laeta Kalogridis ; directed by Oliver Stone.",W DVD 6586 V.2,0201607862202,Lincoln Center--Quinn Library,AV
"Alexander's ragtime band [videorecording (DVD)] / Twentieth Century Fox Film Corp. ; producer, Darryl F. Zanuck ; writers, Kathryn Scola, Richard Sherman, Lamar Trotti ; directed by Henry King.",W DVD 2657,0201606893299,Lincoln Center--Quinn Library,AV
Alexandre Dumas' The three Musketeers [videorecording (DVD)] / M-G-M presents a Metro-Goldwyn-Mayer Picture ; produced by Pandro S. Berman ; screenplay by Robert Ardrey ; directed by George Sidney.,W DVD 6131,0201607795097,Lincoln Center--Quinn Library,AV
Alfie [videorecording (DVD)] / a Paramount Picture ; a Lewis Gilbert production ; screenplay by Bill Naughton ; produced and directed by Lewis Gilbert.,W DVD 589,0201605527369,Lincoln Center--Quinn Library,AV
"Alfie [videorecording (DVD)] / Paramount Pictures presents a Charles Shyer film ; produced by Charles Shyer, Elaine Pope ; screenplay by Elaine Pope & Charles Shyer ; directed by Charles Shyer.","W DVD 12,123",0201609170810,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season one [videorecording (DVD)].,W DVD 3458 V.1,0201607095837,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season one [videorecording (DVD)].,W DVD 3458 V.2,0201607095845,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season one [videorecording (DVD)].,W DVD 3458 V.3,0201607095852,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season three [videorecording (DVD)] / Universal Studios.,"W DVD 3458 SEASON THREE, V.1",0201608132332,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season three [videorecording (DVD)] / Universal Studios.,"W DVD 3458 SEASON THREE, V.2",0201608132340,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season three [videorecording (DVD)] / Universal Studios.,"W DVD 3458 SEASON THREE, V.3",0201608132357,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season three [videorecording (DVD)] / Universal Studios.,"W DVD 3458 SEASON THREE, V.4",0201608132365,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season three [videorecording (DVD)] / Universal Studios.,"W DVD 3458 SEASON THREE, V.5",0201608132373,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season two [videorecording (DVD)] / Revue Studios ; Shamley Productions.,W DVD 3458 SEASON TWO V.1,0201607586017,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season two [videorecording (DVD)] / Revue Studios ; Shamley Productions.,W DVD 3458 SEASON TWO V.2,0201607586025,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season two [videorecording (DVD)] / Revue Studios ; Shamley Productions.,W DVD 3458 SEASON TWO V.3,0201607586033,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season two [videorecording (DVD)] / Revue Studios ; Shamley Productions.,W DVD 3458 SEASON TWO V.4,0201607586041,Lincoln Center--Quinn Library,AV
Alfred Hitchcock presents. Season two [videorecording (DVD)] / Revue Studios ; Shamley Productions.,W DVD 3458 SEASON TWO V.5,0201607586058,Lincoln Center--Quinn Library,AV
Alfred Hitchcock's Psycho [videorecording (DVD)] / Universal ; a Paramount release.,W DVD 3688 V.8,0201606329849,Lincoln Center--Quinn Library,AV
Alfred Hitchcock's To catch a thief [videorecording (DVD)] / Paramount Pictures ; directed [and produced] by Alfred Hitchcock ; screenplay by John Michael Hayes.,W DVD 2104,0201606838575,Lincoln Center--Quinn Library,AV
Alfresco [videorecording (DVD)] / written by Ben Elton ... [et al.]. ; directed by Stuart Orme ; produced by Sandy Ross and John G. Temple.,"W DVD 11,902, DISC 1",0201609165828,Lincoln Center--Quinn Library,AV
Alfresco [videorecording (DVD)] / written by Ben Elton ... [et al.]. ; directed by Stuart Orme ; produced by Sandy Ross and John G. Temple.,"W DVD 11,902, DISC 2",0201609165836,Lincoln Center--Quinn Library,AV
"Ali [videorecording (DVD)] / Columbia Pictures presents, in association with Initial Entertainment Group ; a Peters Entertainment, Forward Pass production, in association with Lee Caplin, Picture Entertainment Corporation and Overbrook Films ; produced by Jon Peters, James Lassiter, Paul Ardaji, Michael Mann ; story, Gregory Allen Howard ; screenplay, Stephen J. Rivele, Christopher Wilkinson, Eric Roth & Michael Mann ; director, Michael Mann.",W DVD 905,0201609035898,Lincoln Center--Quinn Library,AV
"Ali Zaoua [videorecording (DVD)] / Playtime presente ; une coproduction Playtime ... [et al.] ; un scenario de Nathalie Saugeon, Nabil Ayouch ; producteurs delegues, Jean Cottin, Etienne Comar, Antoine Voituriez ; un film de Nabil Ayouch.",W DVD 7150,0201607987496,Lincoln Center--Quinn Library,AV
Alias the doctor [videorecording (DVD)] / Warner Bros. Pictures ; adaptation by Houston Branch ; directed by Michael Curtiz ; dialogue by Charles Kenyon.,"W DVD 11,819",0201609163542,Lincoln Center--Quinn Library,AV
"Alice [videorecording (DVD)] ; Darkness light darkness / Condor Features presents a film by Jan Švankmajer ; producer, Peter-Christian Fueter ; scripted, designed & directed, Jan Švankmajer ; a Condor Features production in association with Film Four International and Hessischer Rundfunk.",W DVD 6086,0201607773334,Lincoln Center--Quinn Library,AV
Alice [DVD videorecording] / a Jack Rollins and Charles H. Joffe production ; an Orion Pictures release.,W DVD 2837,0201606917262,Lincoln Center--Quinn Library,AV
"Alice Adams [videorecording (DVD)] / RKO Pictures, Inc. ; producer, Pandro S. Berman ; director, George Stevens ; screenplay, Dorothy Yost, Mortimer Offner.",W DVD 838,0201606079170,Lincoln Center--Quinn Library,AV
Alice doesn't live here anymore [videorecording (DVD)] / a David Susskind production ; Warner Brothers Pictures ; written by Robert Getchell ; produced by David Susskind and Audrey Maas ; directed by Martin Scorsese.,W DVD 1489,0201606604985,Lincoln Center--Quinn Library,AV
Alice in Wonderland [videorecording (DVD)] / written by Lewis Carroll ; directed by Kirk Browning ; produced by Ann Blumenthal ; based on the production by Eva Le Gallienne.,W DVD 6727,0201607927930,Lincoln Center--Quinn Library,AV
Alice in Wonderland [DVD videorecording] / a Paramount Picture ; directed by Norman McLeod.,W DVD 9644,0201608529297,Lincoln Center--Quinn Library,AV
"Alice in Wonderland [videorecording (DVD)] / Walt Disney Productions ; directors, Clyde Geronimi, Hamilton Luske, Wilfred Jackson ; story, Winston Hibler ... [et al.].","W DVD 1177 2010, DISC 1",0201609179084,Lincoln Center--Quinn Library,AV
Alice Walker [videorecording (DVD)] : beauty in truth  / a film by Pratibha Parmar.,"W DVD 13,605",0201609431071,Lincoln Center--Quinn Library,AV
Alice's Restaurant [videorecording (DVD)] / United Artists ; screenplay by Venable Herndon and Arthur Penn ; produced by Hillard Elkins and Joe Manduke ; directed by Arthur Penn.,W DVD 2401,0201606885279,Lincoln Center--Quinn Library,AV
"Alien [videorecording (DVD)] / 20th Century Fox ; a Brandywine-Ronald Shusett production ; screenplay by Dan O'Bannon ; produced by Gordon Carroll, David Giler and Walter Hill ; directed by Ridley Scott.",W DVD 1477 V.1,0201606598112,Lincoln Center--Quinn Library,AV
"Alien [videorecording (DVD)] / 20th Century Fox ; a Brandywine-Ronald Shusett production ; screenplay by Dan O'Bannon ; produced by Gordon Carroll, David Giler and Walter Hill ; directed by Ridley Scott.",W DVD 1477 V.2,0201606598120,Lincoln Center--Quinn Library,AV
"Alien nation [videorecording (DVD)] / 20th Century Fox ; a Gale Anne Hurd, Rockne S. O'Bannon production ; a Graham Baker film ; written by Rockne S. O'Bannon ; produced by Gale Anne Hurd and Richard Kobritz ; directed by Graham Baker.",W DVD 7726,0201608103705,Lincoln Center--Quinn Library,AV
"Alien nation. The complete series [videorecording (DVD)] / Twentieth Century Fox Film Corporation ; executive producer, Kenneth Johnson.",W DVD 5992 V.1,0201607761735,Lincoln Center--Quinn Library,AV
"Alien nation. The complete series [videorecording (DVD)] / Twentieth Century Fox Film Corporation ; executive producer, Kenneth Johnson.",W DVD 5992 V.2,0201607761743,Lincoln Center--Quinn Library,AV
"Alien nation. The complete series [videorecording (DVD)] / Twentieth Century Fox Film Corporation ; executive producer, Kenneth Johnson.",W DVD 5992 V.3,0201607761750,Lincoln Center--Quinn Library,AV
"Alien nation. The complete series [videorecording (DVD)] / Twentieth Century Fox Film Corporation ; executive producer, Kenneth Johnson.",W DVD 5992 V.4,0201607761768,Lincoln Center--Quinn Library,AV
"Alien nation. The complete series [videorecording (DVD)] / Twentieth Century Fox Film Corporation ; executive producer, Kenneth Johnson.",W DVD 5992 V.5,0201607761776,Lincoln Center--Quinn Library,AV
"Alien nation. The complete series [videorecording (DVD)] / Twentieth Century Fox Film Corporation ; executive producer, Kenneth Johnson.",W DVD 5992 V.6,0201607761784,Lincoln Center--Quinn Library,AV
Alina [videorecording (DVD)] / an Acta Film production ; directed by Giorgio Pastina.,W DVD 7989,0201608132258,Lincoln Center--Quinn Library,AV
"All about Darfur [videorecording (DVD)] / written, produced and directed by Taghreed Elsanhouri.","W DVD 10,127",0201608725481,Lincoln Center--Quinn Library,AV
All about Eve [videorecording (DVD)] / Twentieth Century-Fox ; produced by Darryl F. Zanuck ; written for the screen and directed by Joseph L. Mankiewicz.,"W DVD 1732 2008, V.1",0201608260174,Lincoln Center--Quinn Library,AV
All about Eve [videorecording (DVD)] / Twentieth Century-Fox ; produced by Darryl F. Zanuck ; written for the screen and directed by Joseph L. Mankiewicz.,"W DVD 1732 2008, V.2",0201608260182,Lincoln Center--Quinn Library,AV
All about Eve [videorecording (DVD)] / Twentieth Century-Fox ; produced by Darryl F. Zanuck ; written for the screen and directed by Joseph L. Mankiewicz.,W DVD 1732,0201606716540,Lincoln Center--Quinn Library,AV
"All about Lily Chou-Chou [videorecording (DVD)] / Victor ; Wowow ; Tube Entertainment ; Oorang-Sha ; Rockwell Eyes ; produced by Koko Maeda ; writer, Shunji Iwai ; directed by Shunji Iwai.",W DVD 2914,0201606925562,Lincoln Center--Quinn Library,AV
All about you [videorecording (DVD)] / Faith Filmworks presents a Michael Swanson Productions ; a Christine Swanson film ; produced by Michael Swanson ; written and directed by Christine Swanson.,W DVD 6836,0201607941501,Lincoln Center--Quinn Library,AV
All creatures great and small. The specials [videorecording (DVD)] / a BBC-TV production in association with the Australian Broadcasting Corporation.,W DVD 6110 THE SPECIALS,0201607795253,Lincoln Center--Quinn Library,AV
All creatures great & small. Complete series 4 collection [videorecording (DVD)] / A BBC-TV production in association with Arts and Entertainment Network and Australian Broadcasting Corporation.,W DVD 6110 SERIES 4 V.1,0201607774977,Lincoln Center--Quinn Library,AV
All creatures great & small. Complete series 4 collection [videorecording (DVD)] / A BBC-TV production in association with Arts and Entertainment Network and Australian Broadcasting Corporation.,W DVD 6110 SERIES 4 V.2,0201607774985,Lincoln Center--Quinn Library,AV
All creatures great & small. Complete series 4 collection [videorecording (DVD)] / A BBC-TV production in association with Arts and Entertainment Network and Australian Broadcasting Corporation.,W DVD 6110 SERIES 4 V.3,0201607774993,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 1 collection [videorecording (DVD)] / producer, Bill Sellars.",W DVD 6110 SERIES 1 V.1,0201607774852,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 1 collection [videorecording (DVD)] / producer, Bill Sellars.",W DVD 6110 SERIES 1 V.2,0201607774860,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 1 collection [videorecording (DVD)] / producer, Bill Sellars.",W DVD 6110 SERIES 1 V.3,0201607774878,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 1 collection [videorecording (DVD)] / producer, Bill Sellars.",W DVD 6110 SERIES 1 V.4,0201607774886,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 2 collection [videorecording (DVD)] / producer, Bill Sellars.",W DVD 6110 SERIES 2 V.1,0201607774894,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 2 collection [videorecording (DVD)] / producer, Bill Sellars.",W DVD 6110 SERIES 2 V.2,0201607774902,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 2 collection [videorecording (DVD)] / producer, Bill Sellars.",W DVD 6110 SERIES 2 V.3,0201607774910,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 2 collection [videorecording (DVD)] / producer, Bill Sellars.",W DVD 6110 SERIES 2 V.4,0201607774928,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 3 collection [videorecording (DVD)] / a co-production of BBC and Time-Life Films, Inc. ; producer, Bill Sellars ; directors, Christopher Berry, Richard Bramall, Terence Dudley, Michael Hayes.",W DVD 6110 SERIES 3 V.1,0201607774936,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 3 collection [videorecording (DVD)] / a co-production of BBC and Time-Life Films, Inc. ; producer, Bill Sellars ; directors, Christopher Berry, Richard Bramall, Terence Dudley, Michael Hayes.",W DVD 6110 SERIES 3 V.2,0201607774944,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 3 collection [videorecording (DVD)] / a co-production of BBC and Time-Life Films, Inc. ; producer, Bill Sellars ; directors, Christopher Berry, Richard Bramall, Terence Dudley, Michael Hayes.",W DVD 6110 SERIES 3 V.3,0201607774951,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 3 collection [videorecording (DVD)] / a co-production of BBC and Time-Life Films, Inc. ; producer, Bill Sellars ; directors, Christopher Berry, Richard Bramall, Terence Dudley, Michael Hayes.",W DVD 6110 SERIES 3 V.4,0201607774969,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 5 collection [videorecording (DVD)] / a BBC-TV Production in association with Arts and Entertainment Network and Australian Broadcasting Corporation ; produced by Bill Sellars ; directed by Robert Tronson, Jeremy Summers and Tony Virgo.",W DVD 6110 SERIES 5 V.1,0201607775008,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 5 collection [videorecording (DVD)] / a BBC-TV Production in association with Arts and Entertainment Network and Australian Broadcasting Corporation ; produced by Bill Sellars ; directed by Robert Tronson, Jeremy Summers and Tony Virgo.",W DVD 6110 SERIES 5 V.2,0201607775016,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 5 collection [videorecording (DVD)] / a BBC-TV Production in association with Arts and Entertainment Network and Australian Broadcasting Corporation ; produced by Bill Sellars ; directed by Robert Tronson, Jeremy Summers and Tony Virgo.",W DVD 6110 SERIES 5 V.3,0201607775024,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 5 collection [videorecording (DVD)] / a BBC-TV Production in association with Arts and Entertainment Network and Australian Broadcasting Corporation ; produced by Bill Sellars ; directed by Robert Tronson, Jeremy Summers and Tony Virgo.",W DVD 6110 SERIES 5 V.4,0201607775032,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 6 collection [videorecording (DVD)] / a BBC-TV Production in association with Arts and Entertainment Network ; produced by Bill Sellars ; directed by Bob Blagden, Michael Brayshaw and Tony Virgo.",W DVD 6110 SERIES 6 V.1,0201607795261,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 6 collection [videorecording (DVD)] / a BBC-TV Production in association with Arts and Entertainment Network ; produced by Bill Sellars ; directed by Bob Blagden, Michael Brayshaw and Tony Virgo.",W DVD 6110 SERIES 6 V.2,0201607795279,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 6 collection [videorecording (DVD)] / a BBC-TV Production in association with Arts and Entertainment Network ; produced by Bill Sellars ; directed by Bob Blagden, Michael Brayshaw and Tony Virgo.",W DVD 6110 SERIES 6 V.3,0201607795287,Lincoln Center--Quinn Library,AV
"All creatures great & small. The complete series 6 collection [videorecording (DVD)] / a BBC-TV Production in association with Arts and Entertainment Network ; produced by Bill Sellars ; directed by Bob Blagden, Michael Brayshaw and Tony Virgo.",W DVD 6110 SERIES 6 V.4,0201607795295,Lincoln Center--Quinn Library,AV
"All my friends are funeral singers [videorecording (DVD)] / Better Angel Films in association with IndiePix presents a Better Angel Films production ; a film by Tim Rutili ; producer, Zach Robbins ; written and directed by Tim Rutili.","W DVD 11,619",0201609111152,Lincoln Center--Quinn Library,AV
All my stuff [videorecording (DVD)] / George Carlin.,"W DVD 8116, V. 01",0201608150615,Lincoln Center--Quinn Library,AV
"All over me [videorecording (DVD)] / Fine Line Features & Medusa Pictures present in association with Baldini Pictures and Slam Pictures a Dolly Hall production ; producer, Dolly Hall ; director, Alex Sichel ; writer, Sylvia Sichel.",W DVD 5226,0201607453259,Lincoln Center--Quinn Library,AV
"All over the guy [videorecording (DVD)] / Lion's Gate Films presents a Susan Dietz/Donnie Land production of a film by Julie Davis ; producers, Susan Dietz, Donnie Land, Dan Bucatinsky, Juan Mas ; writer, Dan Bucatinsky ; director, Julie Davis.",W DVD 5626,0201607681008,Lincoln Center--Quinn Library,AV
All that heaven allows [videorecording (DVD)] / Universal-International ; screenplay by Peg Fenwick ; produced by Ross Hunter ; directed by Douglas Sirk.,W DVD 1469,0201606579237,Lincoln Center--Quinn Library,AV
All that jazz [videorecording (DVD)] / Twentieth Century Fox and Columbia Pictures ; written by Robert Alan Aurthur and Bob Fosse ; produced by Robert Alan Aurthur ; directed by Bob Fosse.,W DVD 884,0201606105249,Lincoln Center--Quinn Library,AV
All the brothers were valiant [videorecording (DVD)].,"W DVD 12,517",0201609182690,Lincoln Center--Quinn Library,AV
"All the king's men [videorecording (DVD)] / Columbia Pictures presents in association with Relativity Media ; a Phoenix Pictures production ... [et al.] ; produced by Ken Lemberger, Mike Medavoy, Arnold Messer, Steven Zaillian ; screenplay by Steven Zaillian ; directed by Steven Zaillian.",W DVD 5654,0201607688821,Lincoln Center--Quinn Library,AV
All the king's men [videorecording (DVD)] / Columbia Pictures Corporation.,W DVD 3102,0201606988412,Lincoln Center--Quinn Library,AV
"All the President's men [videorecording (DVD)] / a Wildwood Enterprises production, a Robert Redford-Alan J. Pakula film ; produced by Walter Coblenz ; screenplay by William Goldman ; directed by Alan J. Pakula.",W DVD 1622 2006 V.1,0201607266404,Lincoln Center--Quinn Library,RESERVE-LC
"All the President's men [videorecording (DVD)] / a Wildwood Enterprises production, a Robert Redford-Alan J. Pakula film ; produced by Walter Coblenz ; screenplay by William Goldman ; directed by Alan J. Pakula.",W DVD 1622 2006 V.2,0201607266412,Lincoln Center--Quinn Library,RESERVE-LC
"All the real girls [videorecording (DVD)] / Sony Pictures Classics, a Jean Doumanian production ; producers, Lisa Muskat, Jean Doumanian ; written & directed by David Gordon Green.",W DVD 5983,0201607761974,Lincoln Center--Quinn Library,AV
"All this, and Heaven too [videorecording (DVD)] / an Anatole Litvak production ; a Warner Bros.-First National picture ; screenplay by Casey Robinson.",W DVD 8551,0201608224543,Lincoln Center--Quinn Library,AV
All through the night [videorecording (DVD)] / Warner Bros. Pictures Inc. ; screen play by Leonard Spigelgass and Edwin Gilbert ; directed by Vincent Sherman.,W DVD 5497,0201607647611,Lincoln Center--Quinn Library,AV
"Alla en el rancho grande [videorecording (DVD)] / producers, Alfonso Rivas Bustamante, Fernando de Fuentes, Antonio Díaz Lombardo ; director, Fernando de Fuentes ; screenplay, Gernando de Fuentes, Guz Aguila.",W DVD 8595,0201608259481,Lincoln Center--Quinn Library,AV
"Alle Anderen [videorecording (DVD)] / Komplizen Film zeigt ; eine koproduktion mit SWR, WDR und ARTE ; einem film von Maren Ade ; produzenten, Janine Jackowski, Dirk Engelhardt, Maren Ade ; drehbuch und regie, Maren Ade.","W DVD 11,485",0201609045640,Lincoln Center--Quinn Library,AV
"Allegro [videorecording (DVD)] / Alphaville Pictures Copenhagen ; manus, Christoffer Boe & Mikael Wulff ; producer, Tine Grew Pfeiffer ; instruktør, Christoffer Boe.",W DVD 8541,0201608224378,Lincoln Center--Quinn Library,AV
"Allegro non troppo [videorecording (DVD)] / Italtoons Corporation ; una produzione Bruno Bozzetto film ; soggetto e sceneggiattura, Bruno Bozzetto, Guido Manuli, Maurizio Nichetti ; regia, Bruno Bozzetto.",W DVD 7837,0201608106070,Lincoln Center--Quinn Library,AV
"Alles auf Zucker [videorecording (DVD)] = Go for Zucker / an X Filme production ; producers, Manuela Stehr, Barbara Buhl ; executive producers, Bettina Ricklefs, Andreas Schreitmüller ; screenplay, Dani Levy and Holger Franke ; director Dani Levy ; assistant director, Arndt Wiegering.",W DVD 6171,0201607795675,Lincoln Center--Quinn Library,AV
All's well that ends well [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by John Dove.,"W DVD 13,437, DISC 1",0201609425511,Lincoln Center--Quinn Library,AV
All's well that ends well [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by John Dove.,"W DVD 13,437, DISC 2",0201609425529,Lincoln Center--Quinn Library,AV
Ally McBeal. Exclusive bonus disc [videorecording (DVD)] / David E. Kelley Productions.,"W DVD 11,398 BONUS DISC",0201609043934,Lincoln Center--Quinn Library,AV
Ally McBeal. The complete fifth season [videorecording (DVD)] / David E. Kelley Productions.,"W DVD 11,398 SEASON FIVE, DISC 1",0201609043876,Lincoln Center--Quinn Library,AV
Ally McBeal. The complete fifth season [videorecording (DVD)] / David E. Kelley Productions.,"W DVD 11,398 SEASON FIVE, DISC 2",0201609043884,Lincoln Center--Quinn Library,AV
Ally McBeal. The complete fifth season [videorecording (DVD)] / David E. Kelley Productions.,"W DVD 11,398 SEASON FIVE, DISC 3",0201609043892,Lincoln Center--Quinn Library,AV
Ally McBeal. The complete fifth season [videorecording (DVD)] / David E. Kelley Productions.,"W DVD 11,398 SEASON FIVE, DISC 4",0201609043900,Lincoln Center--Quinn Library,AV
Ally McBeal. The complete fifth season [videorecording (DVD)] / David E. Kelley Productions.,"W DVD 11,398 SEASON FIVE, DISC 5",0201609043918,Lincoln Center--Quinn Library,AV
